frame_id,doi,title,year,source_dbs,query_ids,screen_status,known_study_id,known_direction,eligibility_status,direction,screening_notes
bib_e8bd4df2fe17833d,10.1007/s004420000580,Causes and consequences of floral damage in Aconitum lycoctonum at high and low elevations in Switzerland,2001,OpenAlex,Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_95d9afb20c3ec0bf,10.1007/s004420100640,Preferential nectar robbing of flowers with long corollas: experimental studies of two hummingbird species visiting three plant species,2001,OpenAlex,Q1|Q6,KNOWN_DIRECT_CORPUS_MATCH,Lara_Ornelas_2001,POSITIVE,KNOWN_ELIGIBLE_DIRECT,POSITIVE,matched_by=DOI
bib_b08ee59b8d6f2971,10.1007/s00606-013-0794-x,Pollinators and nectar robbers cause directional selection for large spur circle in Impatiens oxyanthera (Balsaminaceae),2013,OpenAlex,Q1,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_19293da9e4c1d3f6,10.1007/s00606-018-1543-y,Pollination biology and breeding system in five nocturnal species of Oenothera (Onagraceae): reproductive assurance and opportunities for outcrossing,2018,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_faca2a49cbc3bda9,10.1007/s00709-015-0794-5,Comparative floral spur anatomy and nectar secretion in four representatives of Ranunculaceae,2015,OpenAlex,Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_1cec6c1296949236,10.1007/s00709-015-0902-6,Floral nectar production and carbohydrate composition and the structure of receptacular nectaries in the invasive plant Bunias orientalis L. (Brassicaceae),2015,OpenAlex,Q5|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_cf088b9f69604a52,10.1007/s00709-018-1269-2,Micromorphological and histochemical attributes of flowers and floral reward in Linaria vulgaris (Plantaginaceae),2018,OpenAlex,Q4|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_a59575cb1b44f3ec,10.1007/s10265-021-01299-z,Corolla stickiness prevents nectar robbing in Erica,2021,OpenAlex,Q1,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_cc5c27d89b5b08bd,10.1007/s10265-026-01722-3,Nectar robbing as a mechanism of biotic resistance against an invasive plant in the Galápagos Islands,2026,OpenAlex,Q1|Q3|Q4|Q5,KNOWN_DIRECT_CORPUS_MATCH,Navarro_Gomez_2026,POSITIVE,KNOWN_ELIGIBLE_DIRECT,POSITIVE,matched_by=DOI
bib_f0e0efaf30f230ab,10.1007/s10336-014-1146-5,Morphological and behavioural adaptations to feed on nectar: how feeding ecology determines the diversity and composition of hummingbird assemblages,2014,OpenAlex,Q1|Q3|Q4|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_d0960d952cfda607,10.1007/s10526-023-10237-y,The indirect effect of nectar-inhabiting yeasts on olfactory responses and longevity of two stink bug egg parasitoids,2024,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_e83af757d425f52c,10.1007/s10531-025-03225-4,Functional redundancy in invertebrate pollinator-predator networks supports conservation of a threatened North American orchid: a case study of Platanthera integrilabia,2026,OpenAlex,Q4|Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_6691639ffcff2e30,10.1007/s10539-023-09929-7,The evolution of multispecies populations: a multilevel selection perspective,2023,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_af396e6c4c55339a,10.1007/s10646-023-02720-0,Seed treatment with clothianidin induces changes in plant metabolism and alters pollinator foraging preferences,2023,OpenAlex,Q4|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_c591cbc7db4ecdc4,10.1007/s10682-014-9736-5,Long corollas as nectar barriers in Lonicera implexa: interactions between corolla tube length and nectar volume,2015,OpenAlex,Q1|Q3,KNOWN_DIRECT_CORPUS_MATCH,Lazaro_Vignolo_Santamaria_2015,POSITIVE,KNOWN_ELIGIBLE_DIRECT,POSITIVE,matched_by=DOI
bib_3b5f153ee09fa90f,10.1007/s10682-017-9916-1,Nectar discovery speeds and multimodal displays: assessing nectar search times in bees with radiating and non-radiating guides,2017,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_60879bff3b334163,10.1007/s10682-018-9962-3,The relative strength of different floral visitors driving floral evolution within a Primula secundiflora population,2018,OpenAlex,Q3,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_1c14ba99688aeaea,10.1007/s10886-020-01213-2,Herbivory and Time Since Flowering Shape Floral Rewards and Pollinator-Pathogen Interactions,2020,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_c2d712c76a28a1f8,10.1007/s10980-021-01261-3,Identity of mass-flowering crops moderates functional trait composition of pollinator communities,2021,OpenAlex,Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_08e02fa6a4e05955,10.1007/s10980-024-01899-9,"Multiscale spatial analysis of two plant–insect interactions: effects of landscape, resource distribution, and other insects",2024,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_e853bd19965ea539,10.1007/s11101-019-09642-y,For antagonists and mutualists: the paradox of insect toxic secondary metabolites in nectar and pollen,2019,OpenAlex,Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_f57b127a34a8ca71,10.1007/s11248-024-00394-w,Mosquito pollination of plants: an overview of their role and an assessment of the possible contribution of disease vectors,2024,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_e31cad209df874fe,10.1007/s11252-026-01950-4,"Wild bees (hymenoptera, apoidea, anthophila) and flowers: evaluation of visit frequencies in urban nature reserves in Rome",2026,OpenAlex,Q4|Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_aa03f4a83b6f4802,10.1007/s11252-026-01991-9,Green area size rather than urbanization ecological index modulates the specialization of flower-visitor networks of Leguminosae trees in a tropical metropolis in Brazil,2026,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_4f3e9da01e33c940,10.1007/s11258-021-01162-0,Exotic insect pollinators and native pollination systems,2021,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_cd80626dea867f6c,10.1007/s11284-008-0481-5,"Floral traits variation, legitimate pollination, and nectar robbing in Polygala vayredae (Polygalaceae)",2008,OpenAlex,Q4|Q5,KNOWN_DIRECT_CORPUS_MATCH,Castro_Silveira_Navarro_2009,MIXED,KNOWN_ELIGIBLE_DIRECT,MIXED,matched_by=DOI
bib_7faf7004c1a8365f,10.1007/s11284-013-1051-z,Community‐dependent foraging habits of flower visitors: cascading indirect interactions among five bumble bee species,2013,OpenAlex,Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_7479dc293e92515b,10.1007/s11829-015-9379-7,The ecological role of extremely long-proboscid Neotropical butterflies (Lepidoptera: Hesperiidae) in plant-pollinator networks,2015,OpenAlex,Q2|Q3|Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_01630e2922d20823,10.1007/s11829-017-9525-5,Pollen and stamen mimicry: the alpine flora as a case study,2017,OpenAlex,Q4|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_4a947b1382781475,10.1007/s11829-020-09742-z,Floral temperature patterns can function as floral guides,2020,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_ad44b35837e7a16f,10.1007/s11829-021-09843-3,Attraction of florivores and larcenists and interaction between antagonists in Senna rugosa (Fabaceae),2021,OpenAlex,Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_0134dcf1a8d99b83,10.1007/s11829-022-09895-z,Bumblebee floral neighbors promote nectar robbing in a hummingbird-pollinated plant species in Patagonia,2022,OpenAlex,Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_3a3b2e5f43b5f427,10.1007/s11829-025-10131-7,Experimental florivory and its effects on pollinators of Opuntia cantabrigiensis Lynch (Cactaceae),2025,OpenAlex,Q4|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_977156751b780dc2,10.1007/s11829-025-10162-0,Leaky pollination barrier in edaphic vicarious alpine plants,2025,OpenAlex,Q3|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_dcdd42f20d4dd53f,10.1007/s11829-025-10170-0,Drought stress and intercropping affect pollinator behavior via altered plant and flower traits in a legume,2025,OpenAlex,Q3|Q4|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_3afe5a95fe10d836,10.1007/s11829-026-10255-4,Effect of soil water deficit on flowers and plant-pollinator interactions of two blueberry cultivars,2026,OpenAlex,Q1|Q4|Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_a02a63a3f1467685,10.1007/s13592-014-0326-x,Do queens of bumblebee species differ in their choice of flower colour morphs of Corydalis cava (Fumariaceae)?,2014,OpenAlex,Q5|Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_b9570129a74f5aa7,10.1007/s13592-021-00895-1,Nectar concentrating behavior by bees (Hymenoptera: Anthophila),2021,OpenAlex,Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_ac935441f5619bb1,10.1007/s13592-022-00944-3,Deconstructing and contextualizing foraging behavior in bumble bees and other central place foragers,2022,OpenAlex,Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_a4fb6e5b76fb2a53,10.1007/s13592-023-01024-w,A scientific note on pollinators’ ability to overcome exploitation barriers: deep hummingbird-evolved corollas and small-sized bees,2023,OpenAlex,Q1,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_b786d97cd47fc736,10.1007/s13592-024-01138-9,Why bumblebees have become model species in apidology: A brief history and perspectives,2025,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_1c336d52469ecbc3,10.1007/s13592-026-01300-5,Integrating morphological and molecular perspectives on foraging tactic constancy in a nectar-robbing bumble bee,2026,OpenAlex,Q3|Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_90d8147239d29ccd,10.1007/s13593-015-0342-x,Weed-insect pollinator networks as bio-indicators of ecological sustainability in agriculture. A review,2016,OpenAlex,Q5|Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_43a4db1f247f08e3,10.1007/s42690-020-00323-4,Disentangling the path of pollinator attraction in temporarily colored flowers,2020,OpenAlex,Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
