frame_id,doi,title,year,query_ids,openalex_ids,oa_statuses,pdf_urls,landing_urls,frame_source_urls,retrieval_priority,notes
bib_7e7a10a2518d795c,10.1002/ecs2.2943,"Geographic isolation, pollination syndromes, and pollinator generalization in HimalayanRoscoeaspp. (Zingiberaceae)",2019,Q1|Q3|Q4|Q5|Q6,W2984597044,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ecs2.2943,https://doaj.org/article/a7fcd47d57c14d21ba79698d55fb91dc|https://doi.org/10.1002/ecs2.2943|https://figshare.com/articles/journal_contribution/Geographic_isolation_pollination_syndromes_and_pollinator_generalization_in_Himalayan_Roscoea_spp_Zingiberaceae_/27526725,https://doi.org/10.1002/ecs2.2943,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_17656738a56de327,10.1002/ecs2.4077,Nectar robbing rather than pollinator availability constrains reproduction of a bee‐flowered plant at high elevations,2022,Q3|Q5|Q7,W4282835713,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ecs2.4077,https://doaj.org/article/cce0765f765541b1a2cbac4c92a498b0|https://doi.org/10.1002/ecs2.4077|https://nbn-resolving.org/urn:nbn:de:bvb:20-opus-287141,https://doi.org/10.1002/ecs2.4077,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_80b024b00c232493,10.1002/ecs2.4696,Cheaters among pollinators: Nectar robbing and thieving vary spatiotemporally with floral traits in Afrotropical forests,2023,Q3|Q6,W4388776165,gold,https://iris.unil.ch/bitstreams/d5398e1d-eac3-47ae-9ef5-95c7f687c43e/download|https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ecs2.4696,https://doaj.org/article/befafb03b9774965bd26d1b071298f87|https://doi.org/10.1002/ecs2.4696|https://iris.unil.ch/handle/iris/201233|https://serval.unil.ch/notice/serval:BIB_8BB6ACC78723,https://doi.org/10.1002/ecs2.4696,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_30b5a341b998d017,10.1002/ecy.2395,Costs and benefits of alternative food handling tactics help explain facultative exploitation of pollination mutualisms,2018,Q6|Q7,W2803152041,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ecy.2395,http://hdl.handle.net/10150/636222|https://doi.org/10.1002/ecy.2395|https://pubmed.ncbi.nlm.nih.gov/29800495,https://doi.org/10.1002/ecy.2395,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_715d8d39ac447e3e,10.1002/oik.11552,Trait matching affects the probability of nectar robbing in plant–pollinator networks,2025,Q3,W4415786484,closed,,http://hdl.handle.net/10261/433372|https://doi.org/10.1002/oik.11552|https://hal.science/hal-05349070|https://www.dora.lib4ri.ch/wsl/item/wsl:41864,https://doi.org/10.1002/oik.11552,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_c2c39b498d9d8a60,10.1006/anbo.2001.1485,Reproductive Isolation in a Native Population of Petunia sensu Jussieu (Solanaceae),2001,Q3|Q6,W2131965316,bronze,https://academic.oup.com/aob/article-pdf/88/3/403/7982046/880403.pdf,https://doi.org/10.1006/anbo.2001.1485,https://doi.org/10.1006/anbo.2001.1485,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_22cb3b2bdce6e2d4,10.1007/s00442-012-2290-3,Optimizing size thresholds in a plant–pollinator interaction web: towards a mechanistic understanding of ecological networks,2012,Q3|Q6|Q7,W1985511583,green,https://www.dora.lib4ri.ch/wsl/dload/wsl:4268/PDF/view,https://doi.org/10.1007/s00442-012-2290-3|https://pubmed.ncbi.nlm.nih.gov/22415527|https://www.dora.lib4ri.ch/wsl/item/wsl:4268,https://doi.org/10.1007/s00442-012-2290-3,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_e8bd4df2fe17833d,10.1007/s004420000580,Causes and consequences of floral damage in Aconitum lycoctonum at high and low elevations in Switzerland,2001,Q7,W2029202857,closed,,https://doi.org/10.1007/s004420000580|https://pubmed.ncbi.nlm.nih.gov/24577659,https://doi.org/10.1007/s004420000580,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_b08ee59b8d6f2971,10.1007/s00606-013-0794-x,Pollinators and nectar robbers cause directional selection for large spur circle in Impatiens oxyanthera (Balsaminaceae),2013,Q1,W2062696305,closed,,http://210.75.237.14/handle/351003/24271|http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=28&SID=5F2xMLlRCz3CNhvpZ6L&page=1&doc=1&cacheurlFromRightClick=no|https://doi.org/10.1007/s00606-013-0794-x,https://doi.org/10.1007/s00606-013-0794-x,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_19293da9e4c1d3f6,10.1007/s00606-018-1543-y,Pollination biology and breeding system in five nocturnal species of Oenothera (Onagraceae): reproductive assurance and opportunities for outcrossing,2018,Q6,W2893074675,hybrid,https://link.springer.com/content/pdf/10.1007/s00606-018-1543-y.pdf,https://doi.org/10.1007/s00606-018-1543-y|https://doi.org/10.5281/zenodo.19670451|https://doi.org/10.5281/zenodo.19670452,https://doi.org/10.1007/s00606-018-1543-y,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_a59575cb1b44f3ec,10.1007/s10265-021-01299-z,Corolla stickiness prevents nectar robbing in Erica,2021,Q1,W3155401674,closed,,https://doi.org/10.1007/s10265-021-01299-z|https://pubmed.ncbi.nlm.nih.gov/33866459,https://doi.org/10.1007/s10265-021-01299-z,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_f0e0efaf30f230ab,10.1007/s10336-014-1146-5,Morphological and behavioural adaptations to feed on nectar: how feeding ecology determines the diversity and composition of hummingbird assemblages,2014,Q1|Q3|Q4|Q6,W2009515057,bronze,http://doc.rero.ch/record/331905/files/10336_2014_Article_1146.pdf|https://link.springer.com/content/pdf/10.1007/s10336-014-1146-5.pdf|https://www.zora.uzh.ch/id/eprint/102036/8/ZORA_NL_102036.pdf,http://doc.rero.ch/record/331905/files/10336_2014_Article_1146.pdf|https://doi.org/10.1007/s10336-014-1146-5|https://doi.org/10.5167/uzh-102036|https://www.zora.uzh.ch/handle/20.500.14742/80991|https://www.zora.uzh.ch/id/eprint/102036/8/ZORA_NL_102036.pdf,https://doi.org/10.1007/s10336-014-1146-5,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_60879bff3b334163,10.1007/s10682-018-9962-3,The relative strength of different floral visitors driving floral evolution within a Primula secundiflora population,2018,Q3,W2898669620,closed,,https://doi.org/10.1007/s10682-018-9962-3,https://doi.org/10.1007/s10682-018-9962-3,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_1c14ba99688aeaea,10.1007/s10886-020-01213-2,Herbivory and Time Since Flowering Shape Floral Rewards and Pollinator-Pathogen Interactions,2020,Q6,W3081944486,green,http://gala.gre.ac.uk/id/eprint/29490/13/29490%20STEVENSON_Herbivory_and_Time_Since_Flowering_Shape_Floral_Rewards_%28AAM%29_2020.pdf,http://gala.gre.ac.uk/id/eprint/29490/13/29490%20STEVENSON_Herbivory_and_Time_Since_Flowering_Shape_Floral_Rewards_%28AAM%29_2020.pdf|https://doi.org/10.1007/s10886-020-01213-2|https://pubmed.ncbi.nlm.nih.gov/32876829,https://doi.org/10.1007/s10886-020-01213-2,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_08e02fa6a4e05955,10.1007/s10980-024-01899-9,"Multiscale spatial analysis of two plant–insect interactions: effects of landscape, resource distribution, and other insects",2024,Q5,W4402186419,hybrid,https://link.springer.com/content/pdf/10.1007/s10980-024-01899-9.pdf,https://doi.org/10.1007/s10980-024-01899-9|https://hdl.handle.net/10459.1/466805,https://doi.org/10.1007/s10980-024-01899-9,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_4f3e9da01e33c940,10.1007/s11258-021-01162-0,Exotic insect pollinators and native pollination systems,2021,Q6,W3189282736,bronze,https://link.springer.com/content/pdf/10.1007/s11258-021-01162-0.pdf|https://ri.conicet.gov.ar/bitstream/11336/183673/2/CONICET_Digital_Nro.4a3626a0-543b-4e1c-a10f-f690de6e952f_B.pdf,http://hdl.handle.net/11336/183673|https://doi.org/10.1007/s11258-021-01162-0,https://doi.org/10.1007/s11258-021-01162-0,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_7faf7004c1a8365f,10.1007/s11284-013-1051-z,Community‐dependent foraging habits of flower visitors: cascading indirect interactions among five bumble bee species,2013,Q7,W2047606736,closed,,https://doi.org/10.1007/s11284-013-1051-z,https://doi.org/10.1007/s11284-013-1051-z,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_7479dc293e92515b,10.1007/s11829-015-9379-7,The ecological role of extremely long-proboscid Neotropical butterflies (Lepidoptera: Hesperiidae) in plant-pollinator networks,2015,Q2|Q3|Q5|Q6,W621648762,hybrid,https://link.springer.com/content/pdf/10.1007/s11829-015-9379-7.pdf,https://doi.org/10.1007/s11829-015-9379-7,https://doi.org/10.1007/s11829-015-9379-7,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_ad44b35837e7a16f,10.1007/s11829-021-09843-3,Attraction of florivores and larcenists and interaction between antagonists in Senna rugosa (Fabaceae),2021,Q4,W3169138107,closed,,https://doi.org/10.1007/s11829-021-09843-3,https://doi.org/10.1007/s11829-021-09843-3,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_0134dcf1a8d99b83,10.1007/s11829-022-09895-z,Bumblebee floral neighbors promote nectar robbing in a hummingbird-pollinated plant species in Patagonia,2022,Q7,W4220904079,closed,,https://doi.org/10.1007/s11829-022-09895-z,https://doi.org/10.1007/s11829-022-09895-z,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_dcdd42f20d4dd53f,10.1007/s11829-025-10170-0,Drought stress and intercropping affect pollinator behavior via altered plant and flower traits in a legume,2025,Q3|Q4|Q7,W4413052621,hybrid,https://link.springer.com/content/pdf/10.1007/s11829-025-10170-0.pdf,https://doi.org/10.1007/s11829-025-10170-0|https://resolver.sub.uni-goettingen.de/purl?gro-2/151052,https://doi.org/10.1007/s11829-025-10170-0,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_b9570129a74f5aa7,10.1007/s13592-021-00895-1,Nectar concentrating behavior by bees (Hymenoptera: Anthophila),2021,Q6|Q7,W4200061120,bronze,https://link.springer.com/content/pdf/10.1007/s13592-021-00895-1.pdf,https://doi.org/10.1007/s13592-021-00895-1|https://hal.science/hal-03884143|https://scholarbank.nus.edu.sg/handle/10635/234953,https://doi.org/10.1007/s13592-021-00895-1,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_ac935441f5619bb1,10.1007/s13592-022-00944-3,Deconstructing and contextualizing foraging behavior in bumble bees and other central place foragers,2022,Q7,W4283205200,bronze,https://link.springer.com/content/pdf/10.1007/s13592-022-00944-3.pdf,https://doi.org/10.1007/s13592-022-00944-3|https://hal.science/hal-04140613,https://doi.org/10.1007/s13592-022-00944-3,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_a4fb6e5b76fb2a53,10.1007/s13592-023-01024-w,A scientific note on pollinators’ ability to overcome exploitation barriers: deep hummingbird-evolved corollas and small-sized bees,2023,Q1,W4386098228,bronze,https://hal.science/hal-04677277/document|https://link.springer.com/content/pdf/10.1007/s13592-023-01024-w.pdf,https://doi.org/10.1007/s13592-023-01024-w|https://hal.science/hal-04677277,https://doi.org/10.1007/s13592-023-01024-w,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_1c336d52469ecbc3,10.1007/s13592-026-01300-5,Integrating morphological and molecular perspectives on foraging tactic constancy in a nectar-robbing bumble bee,2026,Q3|Q6|Q7,W7211909473,hybrid,https://link.springer.com/content/pdf/10.1007/s13592-026-01300-5.pdf,https://doi.org/10.1007/s13592-026-01300-5|https://hal.science/hal-05748390,https://doi.org/10.1007/s13592-026-01300-5,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_16625e756d3fd68d,10.1016/bs.aecr.2016.10.007,Massively Introduced Managed Species and Their Consequences for Plant–Pollinator Interactions,2017,Q5|Q7,W2572050383,green,https://hal.science/hal-01497637v1/file/Geslin%202017.pdf,http://hdl.handle.net/11336/66631|https://doi.org/10.1016/bs.aecr.2016.10.007|https://hal.inrae.fr/hal-02790566|https://hal.science/hal-01497637,https://doi.org/10.1016/bs.aecr.2016.10.007,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_bacb02d22e086c49,10.1016/bs.aecr.2020.08.001,Invasive bees and their impact on agriculture,2020,Q6|Q7,W3082112715,bronze,https://www.sciencedirect.com/science/article/pii/S0065250420300246,http://hdl.handle.net/11336/139780|http://hdl.handle.net/11336/277438|https://doi.org/10.1016/bs.aecr.2020.08.001|https://hal.inrae.fr/hal-03113210|https://www.sciencedirect.com/science/article/pii/S0065250420300246,https://doi.org/10.1016/bs.aecr.2020.08.001,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_f69f1011e986b2fb,10.1016/j.actao.2020.103557,Does pollination syndrome reflect pollinator efficiency in Silene nutans?,2020,Q4|Q6,W3023244417,bronze,https://orbi.umons.ac.be/bitstream/20.500.12907/19825/1/Vanderplanck_et_al_2020_Acta_Oecologica.pdf,https://doi.org/10.1016/j.actao.2020.103557|https://doi.org/10.5281/zenodo.19670492|https://doi.org/10.5281/zenodo.19670493|https://hal.science/hal-02784686|https://orbi.umons.ac.be/handle/20.500.12907/19825,https://doi.org/10.1016/j.actao.2020.103557,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_828ac70a5c49bce0,10.1016/j.agee.2020.107189,"Landscape crop diversity and semi-natural habitat affect crop pollinators, pollination benefit and yield",2020,Q6|Q7,W3094106515,hybrid,https://pub.epsilon.slu.se/21368/1/raderschall_c_a_et_al_210120.pdf|https://www.sciencedirect.com/science/article/pii/S0167880920303753/pdf,https://doi.org/10.1016/j.agee.2020.107189|https://pub.epsilon.slu.se/21368/1/raderschall_c_a_et_al_210120.pdf,https://doi.org/10.1016/j.agee.2020.107189,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_2141768160a0ed13,10.1016/j.agee.2021.107417,Landscape complexity benefits bumble bee visitation in faba bean (Vicia faba minor L.) but crop productivity is not pollinator-dependent,2021,Q6|Q7,W3150396537,hybrid,https://pub.epsilon.slu.se/24388/1/lundin_o_et_al_210603.pdf|https://www.sciencedirect.com/science/article/pii/S0167880921001213/pdf,https://doi.org/10.1016/j.agee.2021.107417|https://pub.epsilon.slu.se/24388/1/lundin_o_et_al_210603.pdf,https://doi.org/10.1016/j.agee.2021.107417,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_5e7b037d0c476e76,10.1016/j.agee.2021.107447,Using ecological and field survey data to establish a national list of the wild bee pollinators of crops,2021,Q6|Q7,W3156539216,green,http://nora.nerc.ac.uk/id/eprint/530415/1/N530415PP.pdf|https://centaur.reading.ac.uk/97939/1/Hutchinson%20et%20al.%20Accepted%20Version.pdf|https://edepot.wur.nl/546770|https://eprints.worc.ac.uk/10385/1/Hutchinson%20et%20al._AGEE_Accepted%20MS.pdf,http://hdl.handle.net/10261/267947|http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/322416|http://nora.nerc.ac.uk/id/eprint/530415/1/N530415PP.pdf|https://centaur.reading.ac.uk/view/creators/90006850.html>|https://doi.org/10.1016/j.agee.2021.107447|https://edoc.unibas.ch/86780/|https://eprints.whiterose.ac.uk/177048/|https://lup.lub.lu.se/record/0e050261-ec68-4c3d-a6ae-fd24eb897f13|https://orcid.org/0000-0001-7094-0362|https://rau.repository.guildhe.ac.uk/id/eprint/16602/|https://research.wur.nl/en/publications/using-ecological-and-field-survey-data-to-establish-a-national-li|https://resolver.sub.uni-goettingen.de/purl?gro-2/87948,https://doi.org/10.1016/j.agee.2021.107447,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_126c39175772c1a1,10.1016/j.agee.2023.108410,"Wild plants in hedgerows and weeds in crop fields are important floral resources for wild flower-visiting insects, independently of the presence of intercrops",2023,Q5|Q7,W4321196219,bronze,https://hal.inrae.fr/hal-04230264/document,https://doi.org/10.1016/j.agee.2023.108410|https://hal.inrae.fr/hal-04230264,https://doi.org/10.1016/j.agee.2023.108410,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_26e8f323efe41652,10.1016/j.baae.2017.01.001,Invasive bumble bees reduce nectar availability for honey bees by robbing raspberry flower buds,2017,Q7,W2578084137,bronze,https://www.sciencedirect.com/science/article/pii/S1439179116300846,http://hdl.handle.net/11336/64653|http://rid.unrn.edu.ar/handle/20.500.12049/7171|https://doi.org/10.1016/j.baae.2017.01.001,https://doi.org/10.1016/j.baae.2017.01.001,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_1baf78f425aaef12,10.1016/j.baae.2017.08.001,The relation between oilseed rape and pollination of later flowering plants varies across plant species and landscape contexts,2017,Q7,W2744217359,closed,,https://doi.org/10.1016/j.baae.2017.08.001|https://lup.lub.lu.se/record/f911bfb0-8da5-411f-8fed-58ab3817f5b0,https://doi.org/10.1016/j.baae.2017.08.001,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_bda5a24e80f52b62,10.1016/j.baae.2022.03.002,"Landscape composition modifies pollinator densities, foraging behavior and yield formation in faba beans",2022,Q7,W4214889003,gold,https://www.sciencedirect.com/science/article/pii/S1439179122000214/pdf,https://doaj.org/article/b4a17b279a0d4eb8902568ba6930b176|https://doi.org/10.1016/j.baae.2022.03.002|https://resolver.sub.uni-goettingen.de/purl?gro-2/108654|https://www.openagrar.de/receive/openagrar_mods_00078360,https://doi.org/10.1016/j.baae.2022.03.002,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_33c1f2d9110f96fd,10.1016/j.biocon.2008.07.029,"Habitat and flower resource partitioning by an exotic and three native bumble bees in central Hokkaido, Japan",2008,Q6|Q7,W2134595804,closed,,https://doi.org/10.1016/j.biocon.2008.07.029,https://doi.org/10.1016/j.biocon.2008.07.029,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_bc57c52a0b0a4d48,10.1016/j.cois.2017.05.013,The behavioral ecology of nectar robbing: why be tactic constant?,2017,Q8,W2616831229,bronze,,https://doi.org/10.1016/j.cois.2017.05.013|https://pubmed.ncbi.nlm.nih.gov/28822483|https://pure.au.dk/portal/en/publications/4552e618-7a5e-46f2-9578-afa5d0cb3675,https://doi.org/10.1016/j.cois.2017.05.013,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_0eb212e6b7eae7ca,10.1016/j.cub.2017.07.012,Distasteful Nectar Deters Floral Robbery,2017,Q6|Q7,W2743281604,bronze,http://gala.gre.ac.uk/id/eprint/17458/3/17458%20STEVENSON_Distasteful_Nectar_Deters_Floral_Robbery_2017.pdf,http://gala.gre.ac.uk/id/eprint/17458/3/17458%20STEVENSON_Distasteful_Nectar_Deters_Floral_Robbery_2017.pdf|http://hdl.handle.net/11585/668687|https://doi.org/10.1016/j.cub.2017.07.012|https://pubmed.ncbi.nlm.nih.gov/28803876,https://doi.org/10.1016/j.cub.2017.07.012,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_bc97a9ea2a1168a5,10.1016/j.cub.2026.02.067,Divergent nectar-feeding mechanisms evidenced by intralingual suction in sunbirds,2026,Q5|Q6,W7141379390,green,https://dipot.ulb.ac.be/dspace/bitstream/2013/407662/3/2026-Sunbird-nectar-feeding.pdf,http://hdl.handle.net/2013/ULB-DIPOT:oai:dipot.ulb.ac.be:2013/407662|https://doi.org/10.1016/j.cub.2026.02.067|https://pubmed.ncbi.nlm.nih.gov/41903525,https://doi.org/10.1016/j.cub.2026.02.067,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_0e9bfb452de6a504,10.1016/j.flora.2016.12.007,"Floral biology, nectar secretion pattern and fruit set of a threatened Bignoniaceae tree from Brazilian tropical forest",2016,Q3|Q5|Q6|Q7,W2564571744,bronze,https://www.sciencedirect.com/science/article/pii/S0367253016302006,http://doi.org/10.1016/j.flora.2016.12.007|http://hdl.handle.net/11365/1003600|http://hdl.handle.net/11449/178558|https://doi.org/10.1016/j.flora.2016.12.007,https://doi.org/10.1016/j.flora.2016.12.007,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_e4f4e6909f887990,10.1016/j.jinsphys.2020.104177,Floral tea polyphenols can improve honey bee memory retention and olfactory sensitivity,2020,Q6,W3108793625,green,https://escholarship.org/content/qt55d1v5tp/qt55d1v5tp.pdf?t=ql2zg9,https://doi.org/10.1016/j.jinsphys.2020.104177|https://escholarship.org/uc/item/55d1v5tp|https://pubmed.ncbi.nlm.nih.gov/33279470,https://doi.org/10.1016/j.jinsphys.2020.104177,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_a7eb0f3c2bf2ed31,10.1016/j.rmb.2016.09.004,"Nectar robbing in Collaea cipoensis (Fabaceae), an endemic shrub of the Brazilian rupestrian grasslands",2016,Q3|Q6,W2550869983,diamond,https://revista.ib.unam.mx/index.php/bio/article/download/1353/1382,https://doaj.org/article/49c21eb0cb5c47bf815aad5fbd5b95b0|https://doi.org/10.1016/j.rmb.2016.09.004|https://www.redalyc.org/articulo.oa?id=42548632022,https://doi.org/10.1016/j.rmb.2016.09.004,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_084795c81b66fa0e,10.1016/j.tplants.2019.04.007,Ecology of Plastic Flowers,2019,Q4|Q5,W2949514699,green,https://edepot.wur.nl/494923,https://doi.org/10.1016/j.tplants.2019.04.007|https://pubmed.ncbi.nlm.nih.gov/31204246|https://research.wur.nl/en/publications/ecology-of-plastic-flowers,https://doi.org/10.1016/j.tplants.2019.04.007,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
