frame_id,dedupe_key,doi,title,year,authors,publication,source_dbs,query_ids,source_record_ids,source_urls,raw_rows_collapsed
bib_393e0182cf9edeaf,doi:10.1002/ece3.11187,10.1002/ece3.11187,The paradox of plant preference: The malaria vectors Anopheles gambiae and Anopheles coluzzii select suboptimal food sources for their survival and reproduction,2024,Prisca S. L. Paré; Domonbabélé François de Sales Hien; Mariam Youba; Rakiswendé Serge Yerbanga; Anna Cohuet; Louis‐Clément Gouagna; Abdoulaye Diabaté; Rickard Ignell; Roch K. Dabiré; Olivier Gnankiné; Thierry Léfèvre,Ecology and Evolution,OpenAlex,Q5,OpenAlex:https://openalex.org/W4393203282,https://doi.org/10.1002/ece3.11187,1
bib_97e5e706fb5f9a6a,doi:10.1002/ece3.11223,10.1002/ece3.11223,We know very little about pollination in the Platanthera Rich (Orchidaceae: Orchidoideae),2024,Jasmine K. Janes; Genevieve E. van der Voort; Dezene P.W. Huber,Ecology and Evolution,OpenAlex,Q4|Q5|Q6|Q7,OpenAlex:https://openalex.org/W4394722094,https://doi.org/10.1002/ece3.11223,4
bib_ed168938fc43d245,doi:10.1002/ece3.1191,10.1002/ece3.1191,Changes in pollinator fauna affect altitudinal variation of floral size in a bumblebee‐pollinated herb,2014,Yusuke Nagano; Kota Abe; Tomoaki Kitazawa; Mitsuru Hattori; Akira S. Hirao; Takao Itino,Ecology and Evolution,OpenAlex,Q1|Q3|Q4|Q6,OpenAlex:https://openalex.org/W2002456643,https://doi.org/10.1002/ece3.1191,4
bib_c6e473fc78c4754d,doi:10.1002/ece3.1410,10.1002/ece3.1410,When is it worth being a self‐compatible hermaphrodite? Context‐dependent effects of self‐pollination on female advantage in gynodioeciousSilene nutans,2015,Emna Lahiani; Pascal Touzet; Emmanuelle Billard; Mathilde Dufaÿ,Ecology and Evolution,OpenAlex,Q4,OpenAlex:https://openalex.org/W2045175280,https://doi.org/10.1002/ece3.1410,1
bib_b61ea0780c5981a7,doi:10.1002/ece3.1803,10.1002/ece3.1803,"Seasonal changes in pollen limitation and femaleness along the snowmelt gradient in a distylous alpine herb,Primula modesta",2015,Yoshiaki Kameyama; Manami Watanabe; Hideki Kurosawa; Takuya Nishimori; Daisuke Matsue; Masaaki Takyu,Ecology and Evolution,OpenAlex,Q7,OpenAlex:https://openalex.org/W1883119086,https://doi.org/10.1002/ece3.1803,1
bib_80efe9320e3042aa,doi:10.1002/ece3.3258,10.1002/ece3.3258,Phenotypic selection on flowering phenology and pollination efficiency traits between Primula populations with different pollinator assemblages,2017,Yun Wu; Qingjun Li,Ecology and Evolution,OpenAlex,Q3|Q4,OpenAlex:https://openalex.org/W2750484439,https://doi.org/10.1002/ece3.3258,2
bib_59520ae1408618ac,doi:10.1002/ece3.4989,10.1002/ece3.4989,Pollinator parasites and the evolution of floral traits,2019,Bertrand Fouks; Kaira Wagoner,Ecology and Evolution,OpenAlex,Q6,OpenAlex:https://openalex.org/W2945604397,https://doi.org/10.1002/ece3.4989,1
bib_6bd7f877391d0eb6,doi:10.1002/ece3.5201,10.1002/ece3.5201,The pollination system of the widely distributed mammal‐pollinated Mucuna macrocarpa (Fabaceae) in the tropics,2019,Shun Kobayashi; Tetsuo Denda; Jumlong Placksanoi; Surachit Waengsothorn; Chittima Aryuthaka; Somsak Panha; Masako Izawa,Ecology and Evolution,OpenAlex,Q4,OpenAlex:https://openalex.org/W2940890163,https://doi.org/10.1002/ece3.5201,1
bib_2d378d904bdd6741,doi:10.1002/ece3.5539,10.1002/ece3.5539,How does urbanization affect the reproductive characteristics and ecological affinities of street plant communities?,2019,James Desaegher; Sophie Nadot; Nathalie Machon; Bruno Colas,Ecology and Evolution,OpenAlex,Q1|Q3|Q4|Q5|Q6,OpenAlex:https://openalex.org/W2968883205,https://doi.org/10.1002/ece3.5539,5
bib_5ce347e62b70a0b9,doi:10.1002/ece3.5942,10.1002/ece3.5942,Ecological fitting is a sufficient driver of tight interactions between sunbirds and ornithophilous plants,2020,Štěpán Janeček; Kryštof Chmel; Guillermo Uceda‐Gómez; Petra Janečková; Eliška Chmelová; Zuzana Sejfová; Francis Luma Ewome,Ecology and Evolution,OpenAlex,Q6,OpenAlex:https://openalex.org/W3004518281,https://doi.org/10.1002/ece3.5942,1
bib_f992d55a3a0d1363,doi:10.1002/ece3.6396,10.1002/ece3.6396,The contribution of multiple barriers to reproduction between edaphically divergent lineages in the Amazonian tree Protium subserratum (Burseraceae),2020,Tracy M. Misiewicz; Tracey Simmons; Paul V. A. Fine,Ecology and Evolution,OpenAlex,Q5,OpenAlex:https://openalex.org/W3036049411,https://doi.org/10.1002/ece3.6396,1
bib_e92c4350f36aaf9b,doi:10.1002/ece3.70279,10.1002/ece3.70279,Ornithophily in the trumpet creeper ( Campsis radicans ),2024,Gary R. Graves,Ecology and Evolution,OpenAlex,Q1|Q2|Q4|Q5|Q6,OpenAlex:https://openalex.org/W4402463925,https://doi.org/10.1002/ece3.70279,5
bib_b374667848db261c,doi:10.1002/ece3.70674,10.1002/ece3.70674,"Nectar‐Feeding Behavior in the Mallee Ringneck, Barnardius zonarius barnardi",2025,Amanda A. Hewes; Alejandro Rico‐Guevara; Todd Jason McWhorter,Ecology and Evolution,OpenAlex,Q5,OpenAlex:https://openalex.org/W4406741518,https://doi.org/10.1002/ece3.70674,1
bib_e43a872e32a3d3a1,doi:10.1002/ece3.71717,10.1002/ece3.71717,"Landscape‐Wide Metabarcoding Shows Interactions Among the Gut Microbiome and Pollen Diversity in the Invasive Bumblebee, Bombus terrestris",2025,Sabrina Sharmin Haque; Hasinika K. A. H. Gamage; Cecilia Kardum Hjort; Fleur Ponton; Francisco Encinas‐Viso; Ian T. Paulsen; Rachael Y. Dudaniec,Ecology and Evolution,OpenAlex,Q6,OpenAlex:https://openalex.org/W4412068386,https://doi.org/10.1002/ece3.71717,1
bib_9dd54c4740d04b44,doi:10.1002/ece3.72133,10.1002/ece3.72133,"Floral Integration and Phenotypic Selection on Floral Traits of Ipomoea cavalcantei (Convolvulaceae), a Rare, Endemic, and Endangered Species to the Amazon Ironstone Outcrops",2025,Adriano Valentin‐Silva; Ana Carolina Galindo da Costa; Arthur Domingos‐Melo; Lucas Erickson Nascimento da Costa; Kleber Resende Silva; Carolina da Silva Carvalho; Maurício Takashi Coutinho Watanabe,Ecology and Evolution,OpenAlex,Q3|Q5,OpenAlex:https://openalex.org/W4414166869,https://doi.org/10.1002/ece3.72133,2
bib_96d70e34611cec03,doi:10.1002/ece3.72812,10.1002/ece3.72812,Study on Floral Syndrome and Breeding System of an Endangered Species Rhododendron nymphaeoides,2025,Jun Luo; Meng Chen; Haiyan Long; Yuting Zhu; Congjun Yuan; Kai Hu; Jin Chen; Run Liu; Xiaoyong Dai; Fangjun Ding,Ecology and Evolution,OpenAlex,Q5|Q6,OpenAlex:https://openalex.org/W7116959948,https://doi.org/10.1002/ece3.72812,2
bib_590f6b0d1ab607fc,doi:10.1002/ece3.73933,10.1002/ece3.73933,Nectar Robbery by Native and Invasive Bumblebees Reduces Floral Rewards but Not Seed Production in Desfontainia fulgens,2026,Carlos E. Valdivia; José I. Orellana,Ecology and Evolution,OpenAlex,Q1|Q2|Q4|Q5|Q7,OpenAlex:https://openalex.org/W7166545956,https://doi.org/10.1002/ece3.73933,5
bib_06f3796a44417123,doi:10.1002/ece3.74123,10.1002/ece3.74123,Mutualism and Antagonism in a Post‐Extinction Hawaiian Bird–Lobelioid Pollination System,2026,Samuel B. Case; Donald R. Drake; Kevin Epperly; Christopher Steinbronn; Keoki Kanakaokai; Molly E. Hagemann; Nathaniel H. Kingsley; Shannon Gregory; Hanna L. Mounce; Alejandro Rico‐Guevara,Ecology and Evolution,OpenAlex,Q1|Q3|Q5|Q6,OpenAlex:https://openalex.org/W7196986504,https://doi.org/10.1002/ece3.74123,4
bib_298cf66f26e33b31,doi:10.1002/ece3.8068,10.1002/ece3.8068,Novel nectar robbing negatively affects reproduction in Digitalis purpurea,2021,Christopher R. Mackin; Dave Goulson; María Clara Castellanos,Ecology and Evolution,OpenAlex,Q3|Q6|Q7,OpenAlex:https://openalex.org/W3163315994,https://doi.org/10.1002/ece3.8068,3
bib_f87b6e260ebc68d8,doi:10.1002/ece3.8325,10.1002/ece3.8325,Effects of different types of low‐intensity management on plant‐pollinator interactions in Estonian grasslands,2021,Elena Motivans Švara; Valentin Ştefan; Esther Sossai; Reinart Feldmann; Dianne Joy Aguilon; Anna Bontšutšnaja; Anna E‐Vojtkó; Isabel C. Kilian; Piret Lang; Marilin Mõtlep; Elisabeth Prangel; Mari‐Liis Viljur; Tiffany M. Knight; Lena Neuenkamp,Ecology and Evolution,OpenAlex,Q4|Q6|Q7,OpenAlex:https://openalex.org/W3217254773,https://doi.org/10.1002/ece3.8325,3
bib_5d3f66010fed371e,doi:10.1002/ece3.8490,10.1002/ece3.8490,Why flowers close at noon? A case study of an alpine species Gentianopsis paludosa (Gentianaceae),2022,Qinzheng Hou; Xiang H. Zhao; Xia Pang; Meiling Duan; Nurbiye Ehmet; Wenjuan Shao; Kun Sun,Ecology and Evolution,OpenAlex,Q4,OpenAlex:https://openalex.org/W4206531433,https://doi.org/10.1002/ece3.8490,1
bib_d038e6ef02c368ef,doi:10.1002/ece3.8686,10.1002/ece3.8686,Insect pest damage increases faba bean (Vicia faba) yield components but only in the absence of insect pollination,2022,Laura G. A. Riggi; Chloé Aline Raderschall; Ola Lundin,Ecology and Evolution,OpenAlex,Q6|Q7,OpenAlex:https://openalex.org/W4221007441,https://doi.org/10.1002/ece3.8686,2
bib_1c825f19ad8140d3,doi:10.1002/ece3.8988,10.1002/ece3.8988,Floral phenology of an Andean bellflower and pollination by buff‐tailed sicklebill hummingbird,2022,Mannfred M. A. Boehm; David Guevara‐Apaza; Jill E. Jankowski; Quentin Cronk,Ecology and Evolution,OpenAlex,Q4|Q5|Q6,OpenAlex:https://openalex.org/W4281838650,https://doi.org/10.1002/ece3.8988,3
bib_08f3febf7b74c8c1,doi:10.1002/ece3.9795,10.1002/ece3.9795,Spatial variation of pollen receipt and effects of heterospecific pollen on seed set in Salvia przewalskii,2023,Qiang Fang; Tao Zhang; Benjamin R. Montgomery,Ecology and Evolution,OpenAlex,Q3,OpenAlex:https://openalex.org/W4319066457,https://doi.org/10.1002/ece3.9795,1
bib_847608ef312bbe1a,doi:10.1002/ece3.9920,10.1002/ece3.9920,Features of floral odor and nectar in the distylous Luculia pinceana (Rubiaceae) promote compatible pollination by hawkmoths,2023,Xiaoyue Wang; Yan Chen; Yin Yi,Ecology and Evolution,OpenAlex,Q3|Q6|Q7,OpenAlex:https://openalex.org/W4328054274,https://doi.org/10.1002/ece3.9920,3
bib_8bc876f4e67a3294,doi:10.1002/ecog.07956,10.1002/ecog.07956,Generalised bumblebee–flower interactions demonstrate weak floral niche partitioning despite a high bee diversity,2025,Xin Feng Xu; Huan Liang; Zong‐Xin Ren; Pietro K. Maruyama; André Rodrigo Rech; Judith Trunschke; Yanhui Zhao; Haidong Li; Hong Wang,Ecography,OpenAlex,Q3|Q6|Q7,OpenAlex:https://openalex.org/W4412971899,https://doi.org/10.1002/ecog.07956,3
bib_decb32498daa21fd,doi:10.1002/ecs2.1326,10.1002/ecs2.1326,Florivory shapes both leaf and floral interactions,2016,Nicole L. Soper Gorden; Lynn S. Adler,Ecosphere,OpenAlex,Q4,OpenAlex:https://openalex.org/W2435941939,https://doi.org/10.1002/ecs2.1326,1
bib_b4dba108c4080830,doi:10.1002/ecs2.2459,10.1002/ecs2.2459,Legitimate visitors and nectar robbers of Aquilegia formosa have different effects on nectar bacterial communities,2018,Ash T. Zemenick; Jay A. Rosenheim; Rachel Lee Vannette,Ecosphere,OpenAlex,Q5,OpenAlex:https://openalex.org/W2898342007,https://doi.org/10.1002/ecs2.2459,1
bib_7e7a10a2518d795c,doi:10.1002/ecs2.2943,10.1002/ecs2.2943,"Geographic isolation, pollination syndromes, and pollinator generalization in HimalayanRoscoeaspp. (Zingiberaceae)",2019,Babu Ram Paudel; André Keßler; Mani R. Shrestha; Jian‐Li Zhao; Qingjun Li,Ecosphere,OpenAlex,Q1|Q3|Q4|Q5|Q6,OpenAlex:https://openalex.org/W2984597044,https://doi.org/10.1002/ecs2.2943,5
bib_29c95ac40ffb1555,doi:10.1002/ecs2.3251,10.1002/ecs2.3251,Seasonal change of flower sex ratio and pollinator dynamics in three reproductive ecotypes of protandrous plant,2020,Tsubasa Toji; Natsumi Ishimoto; Takao Itino,Ecosphere,OpenAlex,Q3|Q4|Q5,OpenAlex:https://openalex.org/W3088142208,https://doi.org/10.1002/ecs2.3251,3
bib_38ab642e150f9554,doi:10.1002/ecs2.3416,10.1002/ecs2.3416,Do plant ploidy and pollinator tongue length interact to cause low seed yield in red clover?,2021,Veronica Hederström; Maj Rundlöf; Göran Birgersson; Mattias C. Larsson; Anna Balkenius; Åsa Lankinen,Ecosphere,OpenAlex,Q3|Q4|Q6|Q7,OpenAlex:https://openalex.org/W3140671320,https://doi.org/10.1002/ecs2.3416,4
bib_17656738a56de327,doi:10.1002/ecs2.4077,10.1002/ecs2.4077,Nectar robbing rather than pollinator availability constrains reproduction of a bee‐flowered plant at high elevations,2022,Patrick L. Kohl; Ingolf Steffan‐Dewenter,Ecosphere,OpenAlex,Q3|Q5|Q7,OpenAlex:https://openalex.org/W4282835713,https://doi.org/10.1002/ecs2.4077,3
bib_80b024b00c232493,doi:10.1002/ecs2.4696,10.1002/ecs2.4696,Cheaters among pollinators: Nectar robbing and thieving vary spatiotemporally with floral traits in Afrotropical forests,2023,Sailee P. Sakhalkar; Štěpán Janeček; Yannick Klomberg; Jan E. J. Mertens; Jiří Hodeček; Robert Tropek,Ecosphere,OpenAlex,Q3|Q6,OpenAlex:https://openalex.org/W4388776165,https://doi.org/10.1002/ecs2.4696,2
bib_30b5a341b998d017,doi:10.1002/ecy.2395,10.1002/ecy.2395,Costs and benefits of alternative food handling tactics help explain facultative exploitation of pollination mutualisms,2018,Elinor M. Lichtenberg; Rebecca E. Irwin; Judith L. Bronstein,Ecology,OpenAlex,Q6|Q7,OpenAlex:https://openalex.org/W2803152041,https://doi.org/10.1002/ecy.2395,2
bib_0ba4f0d212e7a4e0,doi:10.1002/ecy.2553,10.1002/ecy.2553,Flower movement balances pollinator needs and pollen protection,2018,Alexander Haverkamp; Xiang Li; Bill S. Hansson; Ian Thomas Baldwin; Markus Knaden; Felipe Yon,Ecology,OpenAlex,Q6|Q7,OpenAlex:https://openalex.org/W2900063628,https://doi.org/10.1002/ecy.2553,2
bib_7e1ffdc9352e7846,doi:10.1002/ecy.2707,10.1002/ecy.2707,A meta‐analysis of herbivore effects on plant attractiveness to pollinators,2019,Xoaquín Moreira; Bastien Castagneyrol; Luis Abdala‐Roberts; Anna Traveset,Ecology,OpenAlex,Q3|Q4|Q6,OpenAlex:https://openalex.org/W2937285226,https://doi.org/10.1002/ecy.2707,3
bib_ae1f37c1bc15ea92,doi:10.1002/evl3.262,10.1002/evl3.262,Pollinators and herbivores interactively shape selection on strawberry defence and attraction,2021,Paul A. Egan; Anne Muola; Amy L. Parachnowitsch; Johan A. Stenberg,Evolution Letters,OpenAlex,Q4,OpenAlex:https://openalex.org/W3212807922,https://doi.org/10.1002/evl3.262,1
bib_1989f5cd1b3d0711,doi:10.1002/oik.11482,10.1002/oik.11482,Attractiveness of exotic invasive plants can disconnect native plants from their floral visitors,2025,Clément Tourbez; Natasha de Manincor; Guillaume Ghisbain; Denis Michez,Oikos,OpenAlex,Q5|Q6,OpenAlex:https://openalex.org/W4412413548,https://doi.org/10.1002/oik.11482,2
bib_715d8d39ac447e3e,doi:10.1002/oik.11552,10.1002/oik.11552,Trait matching affects the probability of nectar robbing in plant–pollinator networks,2025,Stéphane Aubert; François Duchenne; Boris A. Tinoco; Tatiana Santander; Esteban A. Guevara; Catherine Helen Graham,Oikos,OpenAlex,Q3,OpenAlex:https://openalex.org/W4415786484,https://doi.org/10.1002/oik.11552,1
bib_c2c39b498d9d8a60,doi:10.1006/anbo.2001.1485,10.1006/anbo.2001.1485,Reproductive Isolation in a Native Population of Petunia sensu Jussieu (Solanaceae),2001,Tatsuro Ando,Annals of Botany,OpenAlex,Q3|Q6,OpenAlex:https://openalex.org/W2131965316,https://doi.org/10.1006/anbo.2001.1485,2
bib_b09cdba9ed695282,doi:10.1007/s00040-014-0366-2,10.1007/s00040-014-0366-2,Getting to the start line: how bumblebees and honeybees are visually guided towards their first floral contact,2014,Levente L. Orbán; Catherine M. S. Plowright,Insectes Sociaux,OpenAlex,Q4|Q6,OpenAlex:https://openalex.org/W2049269326,https://doi.org/10.1007/s00040-014-0366-2,2
bib_a3c6a13e183fd63b,doi:10.1007/s00049-018-0252-x,10.1007/s00049-018-0252-x,Bacteria colonising Penstemon digitalis show volatile and tissue-specific responses to a natural concentration range of the floral volatile linalool,2018,Rosalie C. F. Burdon; Robert R. Junker; Douglas G. Scofield; Amy L. Parachnowitsch,Chemoecology,OpenAlex,Q4,OpenAlex:https://openalex.org/W2789890659,https://doi.org/10.1007/s00049-018-0252-x,1
bib_65293128d00b8ffa,doi:10.1007/s00122-021-03832-z,10.1007/s00122-021-03832-z,Paternal outcrossing success differs among faba bean genotypes and impacts breeding of synthetic cultivars,2021,Lisa Brünjes; Wolfgang Link,Theoretical and Applied Genetics,OpenAlex,Q4,OpenAlex:https://openalex.org/W3158451624,https://doi.org/10.1007/s00122-021-03832-z,1
bib_b631934c9348f0a0,doi:10.1007/s00248-022-02078-6,10.1007/s00248-022-02078-6,Nectar-Inhabiting Bacteria Affect Olfactory Responses of an Insect Parasitoid by Altering Nectar Odors,2022,Antonino Cusumano; P. Bella; Ezio Peri; Michael Rostás; Salvatore Guarino; Bart Lievens; Stefano Colazza,Microbial Ecology,OpenAlex,Q5,OpenAlex:https://openalex.org/W4289313472,https://doi.org/10.1007/s00248-022-02078-6,1
bib_6a22f44e4d119796,doi:10.1007/s00248-026-02741-2,10.1007/s00248-026-02741-2,"Filth Flies, Flowers and Food: Pollination by Flies (Calliphoridae) Does Not Affect the Strawberry Microbiome",2026,Jonathan T. D. Finch; Markus Riegler; James M. Cook; Laura E. Brettell,Microbial Ecology,OpenAlex,Q5,OpenAlex:https://openalex.org/W7140325667,https://doi.org/10.1007/s00248-026-02741-2,1
bib_3665acd6ed0c0891,doi:10.1007/s00265-021-03067-4,10.1007/s00265-021-03067-4,What is that smell? Hummingbirds avoid foraging on resources with defensive insect compounds,2021,Ashley Y. Kim; David T. Rankin; Erin E. Wilson Rankin,Behavioral Ecology and Sociobiology,OpenAlex,Q7,OpenAlex:https://openalex.org/W3198718108,https://doi.org/10.1007/s00265-021-03067-4,1
bib_9ab6c96492a9e0c4,doi:10.1007/s00359-019-01347-z,10.1007/s00359-019-01347-z,A matter of taste: the adverse effect of pollen compounds on the pre-ingestive gustatory experience of sugar solutions for honeybees,2019,Elizabeth Nicholls; S. S. Krishna; Owen N. Wright; Daniel Stabler; A. Krefft; Hema Somanathan; Natalie Hempel de Ibarra,Journal of Comparative Physiology A,OpenAlex,Q6,OpenAlex:https://openalex.org/W2950144534,https://doi.org/10.1007/s00359-019-01347-z,1
bib_607252b26b44ef4c,doi:10.1007/s00425-019-03168-5,10.1007/s00425-019-03168-5,Nectar composition in moth-pollinated Platanthera bifolia and P. chlorantha and its importance for reproductive success,2019,Emilia Brzosko; Andrzej Bajguz,Planta,OpenAlex,Q3|Q6,OpenAlex:https://openalex.org/W2941252191,https://doi.org/10.1007/s00425-019-03168-5,2
bib_761897f439674519,doi:10.1007/s00435-020-00507-z,10.1007/s00435-020-00507-z,Measuring proboscis length in Lepidoptera: a review,2020,Flóra Vajna; János Kis; Viktor Szigeti,Zoomorphology,OpenAlex,Q2|Q3|Q6,OpenAlex:https://openalex.org/W3109800971,https://doi.org/10.1007/s00435-020-00507-z,3
