frame_id,doi,title,year,pdf_attempts,pdf_retrieved,extraction_verified,text_chars,title_token_coverage,route_signal,access_signal,quantitative_signal,triage_lane,source_identifier
bib_7e7a10a2518d795c,10.1002/ecs2.2943,"Geographic isolation, pollination syndromes, and pollinator generalization in HimalayanRoscoeaspp. (Zingiberaceae)",2019,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_17656738a56de327,10.1002/ecs2.4077,Nectar robbing rather than pollinator availability constrains reproduction of a bee‐flowered plant at high elevations,2022,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_80b024b00c232493,10.1002/ecs2.4696,Cheaters among pollinators: Nectar robbing and thieving vary spatiotemporally with floral traits in Afrotropical forests,2023,1,YES,YES,90838,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://iris.unil.ch/bitstreams/d5398e1d-eac3-47ae-9ef5-95c7f687c43e/download
bib_30b5a341b998d017,10.1002/ecy.2395,Costs and benefits of alternative food handling tactics help explain facultative exploitation of pollination mutualisms,2018,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_715d8d39ac447e3e,10.1002/oik.11552,Trait matching affects the probability of nectar robbing in plant–pollinator networks,2025,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_c2c39b498d9d8a60,10.1006/anbo.2001.1485,Reproductive Isolation in a Native Population of Petunia sensu Jussieu (Solanaceae),2001,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_22cb3b2bdce6e2d4,10.1007/s00442-012-2290-3,Optimizing size thresholds in a plant–pollinator interaction web: towards a mechanistic understanding of ecological networks,2012,1,YES,YES,69433,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://www.dora.lib4ri.ch/wsl/dload/wsl:4268/PDF/view
bib_e8bd4df2fe17833d,10.1007/s004420000580,Causes and consequences of floral damage in Aconitum lycoctonum at high and low elevations in Switzerland,2001,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_b08ee59b8d6f2971,10.1007/s00606-013-0794-x,Pollinators and nectar robbers cause directional selection for large spur circle in Impatiens oxyanthera (Balsaminaceae),2013,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_19293da9e4c1d3f6,10.1007/s00606-018-1543-y,Pollination biology and breeding system in five nocturnal species of Oenothera (Onagraceae): reproductive assurance and opportunities for outcrossing,2018,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_a59575cb1b44f3ec,10.1007/s10265-021-01299-z,Corolla stickiness prevents nectar robbing in Erica,2021,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_f0e0efaf30f230ab,10.1007/s10336-014-1146-5,Morphological and behavioural adaptations to feed on nectar: how feeding ecology determines the diversity and composition of hummingbird assemblages,2014,3,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_60879bff3b334163,10.1007/s10682-018-9962-3,The relative strength of different floral visitors driving floral evolution within a Primula secundiflora population,2018,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_1c14ba99688aeaea,10.1007/s10886-020-01213-2,Herbivory and Time Since Flowering Shape Floral Rewards and Pollinator-Pathogen Interactions,2020,1,YES,YES,56629,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,http://gala.gre.ac.uk/id/eprint/29490/13/29490%20STEVENSON_Herbivory_and_Time_Since_Flowering_Shape_Floral_Rewards_%28AAM%29_2020.pdf
bib_08e02fa6a4e05955,10.1007/s10980-024-01899-9,"Multiscale spatial analysis of two plant–insect interactions: effects of landscape, resource distribution, and other insects",2024,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_4f3e9da01e33c940,10.1007/s11258-021-01162-0,Exotic insect pollinators and native pollination systems,2021,2,YES,YES,81102,1.0000,YES,NO,YES,ROUTE_PRESENT_ACCESS_UNRESOLVED,https://ri.conicet.gov.ar/bitstream/11336/183673/2/CONICET_Digital_Nro.4a3626a0-543b-4e1c-a10f-f690de6e952f_B.pdf
bib_7faf7004c1a8365f,10.1007/s11284-013-1051-z,Community‐dependent foraging habits of flower visitors: cascading indirect interactions among five bumble bee species,2013,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_7479dc293e92515b,10.1007/s11829-015-9379-7,The ecological role of extremely long-proboscid Neotropical butterflies (Lepidoptera: Hesperiidae) in plant-pollinator networks,2015,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_ad44b35837e7a16f,10.1007/s11829-021-09843-3,Attraction of florivores and larcenists and interaction between antagonists in Senna rugosa (Fabaceae),2021,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_0134dcf1a8d99b83,10.1007/s11829-022-09895-z,Bumblebee floral neighbors promote nectar robbing in a hummingbird-pollinated plant species in Patagonia,2022,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_dcdd42f20d4dd53f,10.1007/s11829-025-10170-0,Drought stress and intercropping affect pollinator behavior via altered plant and flower traits in a legume,2025,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_b9570129a74f5aa7,10.1007/s13592-021-00895-1,Nectar concentrating behavior by bees (Hymenoptera: Anthophila),2021,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_ac935441f5619bb1,10.1007/s13592-022-00944-3,Deconstructing and contextualizing foraging behavior in bumble bees and other central place foragers,2022,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_a4fb6e5b76fb2a53,10.1007/s13592-023-01024-w,A scientific note on pollinators’ ability to overcome exploitation barriers: deep hummingbird-evolved corollas and small-sized bees,2023,2,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_1c336d52469ecbc3,10.1007/s13592-026-01300-5,Integrating morphological and molecular perspectives on foraging tactic constancy in a nectar-robbing bumble bee,2026,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_16625e756d3fd68d,10.1016/bs.aecr.2016.10.007,Massively Introduced Managed Species and Their Consequences for Plant–Pollinator Interactions,2017,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_bacb02d22e086c49,10.1016/bs.aecr.2020.08.001,Invasive bees and their impact on agriculture,2020,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_f69f1011e986b2fb,10.1016/j.actao.2020.103557,Does pollination syndrome reflect pollinator efficiency in Silene nutans?,2020,1,YES,YES,97666,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://orbi.umons.ac.be/bitstream/20.500.12907/19825/1/Vanderplanck_et_al_2020_Acta_Oecologica.pdf
bib_828ac70a5c49bce0,10.1016/j.agee.2020.107189,"Landscape crop diversity and semi-natural habitat affect crop pollinators, pollination benefit and yield",2020,1,YES,YES,178640,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://pub.epsilon.slu.se/21368/1/raderschall_c_a_et_al_210120.pdf
bib_2141768160a0ed13,10.1016/j.agee.2021.107417,Landscape complexity benefits bumble bee visitation in faba bean (Vicia faba minor L.) but crop productivity is not pollinator-dependent,2021,1,YES,YES,76066,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://pub.epsilon.slu.se/24388/1/lundin_o_et_al_210603.pdf
bib_5e7b037d0c476e76,10.1016/j.agee.2021.107447,Using ecological and field survey data to establish a national list of the wild bee pollinators of crops,2021,1,YES,YES,60099,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,http://nora.nerc.ac.uk/id/eprint/530415/1/N530415PP.pdf
bib_126c39175772c1a1,10.1016/j.agee.2023.108410,"Wild plants in hedgerows and weeds in crop fields are important floral resources for wild flower-visiting insects, independently of the presence of intercrops",2023,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_26e8f323efe41652,10.1016/j.baae.2017.01.001,Invasive bumble bees reduce nectar availability for honey bees by robbing raspberry flower buds,2017,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_1baf78f425aaef12,10.1016/j.baae.2017.08.001,The relation between oilseed rape and pollination of later flowering plants varies across plant species and landscape contexts,2017,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_bda5a24e80f52b62,10.1016/j.baae.2022.03.002,"Landscape composition modifies pollinator densities, foraging behavior and yield formation in faba beans",2022,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_33c1f2d9110f96fd,10.1016/j.biocon.2008.07.029,"Habitat and flower resource partitioning by an exotic and three native bumble bees in central Hokkaido, Japan",2008,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_bc57c52a0b0a4d48,10.1016/j.cois.2017.05.013,The behavioral ecology of nectar robbing: why be tactic constant?,2017,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_0eb212e6b7eae7ca,10.1016/j.cub.2017.07.012,Distasteful Nectar Deters Floral Robbery,2017,1,YES,YES,54129,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,http://gala.gre.ac.uk/id/eprint/17458/3/17458%20STEVENSON_Distasteful_Nectar_Deters_Floral_Robbery_2017.pdf
bib_bc97a9ea2a1168a5,10.1016/j.cub.2026.02.067,Divergent nectar-feeding mechanisms evidenced by intralingual suction in sunbirds,2026,1,YES,YES,98881,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://dipot.ulb.ac.be/dspace/bitstream/2013/407662/3/2026-Sunbird-nectar-feeding.pdf
bib_0e9bfb452de6a504,10.1016/j.flora.2016.12.007,"Floral biology, nectar secretion pattern and fruit set of a threatened Bignoniaceae tree from Brazilian tropical forest",2016,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_e4f4e6909f887990,10.1016/j.jinsphys.2020.104177,Floral tea polyphenols can improve honey bee memory retention and olfactory sensitivity,2020,1,YES,YES,59520,1.0000,YES,NO,YES,ROUTE_PRESENT_ACCESS_UNRESOLVED,https://escholarship.org/content/qt55d1v5tp/qt55d1v5tp.pdf?t=ql2zg9
bib_a7eb0f3c2bf2ed31,10.1016/j.rmb.2016.09.004,"Nectar robbing in Collaea cipoensis (Fabaceae), an endemic shrub of the Brazilian rupestrian grasslands",2016,1,YES,YES,22855,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://revista.ib.unam.mx/index.php/bio/article/download/1353/1382
bib_084795c81b66fa0e,10.1016/j.tplants.2019.04.007,Ecology of Plastic Flowers,2019,1,YES,YES,91935,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://edepot.wur.nl/494923
bib_fb2bf0a6fbfdc293,10.1016/j.ympev.2014.02.006,"Phylogenetics and diversification of tanagers (Passeriformes: Thraupidae), the largest radiation of Neotropical songbirds",2014,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_40116bbe901f343f,10.1023/a:1011463520398,Reproductive biology and effect of nectar robbing on fruit production in Macleania bullata (Ericaceae),2001,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_def87a0868b826b0,10.1038/s41598-024-55344-7,"Lack of pollinators selects for increased selfing, restricted gene flow and resource allocation in the rare Mediterranean sage Salvia brachyodon",2024,2,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_5e5baa1e5cc7380a,10.1038/srep07721,Asymmetrical disassortative pollination in a distylous primrose: the complementary roles of bumblebee nectar robbers and syrphid flies,2015,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_aa3ba57128a646e0,10.1046/j.1365-2745.2001.00512.x,Variation in floral sex allocation and reproductive success within inflorescences of Corydalis ambigua (Fumariaceae): pollination efficiency or resource limitation?,2001,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_b10e9b456a404643,10.1051/apido:2004055,Foraging behavior and pollinating effectiveness of Osmia cornuta (Hymenoptera: Megachilidae) and Apis mellifera (Hymenoptera: Apidae) on ?Comice? pear,2004,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_fcae56bb368ff9eb,10.1051/apido:2006019,A century of advances in bumblebee domestication and the economic and environmental aspects of its commercialization for pollination,2006,2,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_fb3c1090b71be87b,10.1093/aob/mcw285,"Nectar replenishment maintains the neutral effects of nectar robbing on female reproductive success of Salvia przewalskii (Lamiaceae), a plant pollinated and robbed by bumble bees",2016,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_0510c4fc01a42923,10.1093/aobpla/plab029,Do flowers removed of either nectar or pollen attract fewer bumblebee pollinators? An experimental test in Impatiens oxyanthera,2021,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_170717bae4c34f7a,10.1093/aobpla/plv019,Rainwater in cupulate bracts repels seed herbivores in a bumblebee-pollinated subalpine flower,2015,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_d58b1908944ad958,10.1093/jpe/rtad036,The conspicuously large bracts influence reproductive success in Thunia alba (Orchidaceae),2023,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_79815198d6693b38,10.1100/2012/381575,Morphofunctional Traits and Pollination Mechanisms ofCoronilla emerusL. Flowers (Fabaceae),2012,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_172833b541c798a2,10.1101/2020.06.10.143909,"Nectar larceny in the trainbearers ( Lesbia , Trochilidae)",2020,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_32f41f09f857e20b,10.1101/2022.05.16.492032,Cheaters among pollinators: Floral traits drive spatiotemporal variation in nectar robbing and thieving in Afrotropical rainforests,2022,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_12852c2f74e2f976,10.1101/2024.04.25.591145,The Role of Similarity of Stimuli and Responses in Learning by Nectar-Foraging Bumble Bees: A Test of Osgood’s Model,2024,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_a89ebb0521328413,10.1111/1365-2435.70415,Bird extinctions shift bill–flower trait matching in Hawaiian lobelioids,2026,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_9243f6eab2bfec1b,10.1111/1365-2664.13121,Coordinated species importation policies are needed to reduce serious invasions globally: The case of alien bumblebees in South America,2018,2,YES,YES,53087,1.0000,YES,NO,YES,ROUTE_PRESENT_ACCESS_UNRESOLVED,https://repositorio.ufro.cl/files/original/f65a7b4625371d3f539c456cf792f019d3d660b0.pdf
bib_c525b9750b6f06a9,10.1111/1365-2745.12166,Nectar thieves influence reproductive fitness by altering behaviour of nectar robbers and legitimate pollinators in C orydalis ambigua ( F umariaceae),2013,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_b46c4b7fbdf0146a,10.1111/aec.13591,Long corolla flowers in Tropical Andes favour nectar robbing by the Black Metaltail hummingbird: A study using citizen science and field observations,2024,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_7733e6754af71934,10.1111/aje.70062,The Structure of Sunbird Floral Visitation and Pollen Transport Networks From an Afrotropical Agricultural Landscape,2025,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_c2e6e8576f7ae5e8,10.1111/aje.70225,When Bigger Is not Better: Corolla Length Increases Nectar Robbing in Aloe secundiflora Engl. (Asphodelaceae),2026,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_6cf9d66c58ac6d8c,10.1111/een.12509,"Variation in composition of two bumble bee species across communities affects nectar robbing but maintains pollinator visitation rate to an alpine plant, Salvia przewalskii",2018,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_a62a68ce24918469,10.1111/j.0030-1299.2005.13884.x,Effects of nectar robbing on nectar dynamics and bumblebee foraging strategies in Linaria vulgaris (Scrophulariaceae),2005,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_d38488cd1245d244,10.1111/j.1365-2664.2009.01759.x,Oilseed rape crops distort plant–pollinator interactions,2009,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_f411c04b690f1e51,10.1111/j.1420-9101.2008.01669.x,Selective nectar robbing in a gynodioecious plant (Glechoma longituba) enhances female advantage,2008,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_f2012d84baac25cb,10.1111/j.1442-1984.2007.00179.x,Effect of Weigela hortensis (Caprifoliaceae) floral morphology on pollinator behavior,2007,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_e4c068bb554dbd6b,10.1111/j.1442-9993.2011.02320.x,Differential effects of anthropogenic edges and gaps on the reproduction of a forest‐dwelling plant: The role of plant reproductive effort and nectar robbing by bumblebees,2011,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_327195a5c18ad509,10.1111/j.1469-8137.2006.01656.x,Pollination mutualisms in Caryophyllaceae,2006,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_7f8f649207fd20bd,10.1111/j.1469-8137.2011.03785.x,Selective seed abortion induced by nectar robbing in the selfing plant Comastoma pulmonarium,2011,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_d5e46fde96bfc531,10.1111/jvs.12127,Does competition for pollinators contribute to structuring Erica communities?,2013,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_7f1a7835a6c1d573,10.1111/oik.06988,Nectar robbers deter legitimate pollinators by mutilating flowers,2020,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_899d0c041d64ec36,10.1111/oik.2017.v126.i9,Foraging strategy predicts foraging economy in a facultative secondary nectar robber,2017,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_b5f385b825d26ff8,10.1111/plb.12581,"Pollinators shift to nectar robbers when florivory occurs, with effects on reproductive success in Iris bulleyana (Iridaceae)",2017,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_ccd96cdf8a355722,10.1134/s0013873818080079,"Nesting and Biology of Alastor mocsaryi (Hymenoptera, Vespidae: Eumeninae)",2018,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_1af162d92dce290a,10.1155/2010/927463,Large Carpenter Bees as Agricultural Pollinators,2010,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_5090c454fa8e0c75,10.11609/jott.2276.8.5.8777-8787,"Pollination ecology of Clerodendrum inerme (L.) Gaertn. (Lamiaceae) in Coringa mangrove ecosystem, Andhra Pradesh, India",2016,1,YES,YES,108570,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://threatenedtaxa.org/index.php/JoTT/article/download/2276/3634
bib_3d6b9dc3b803dfbe,10.11609/jott.7930.14.8.21642-21650,Zoophily and nectar-robbing by sunbirds in Gardenia latifolia Ait. (Rubiaceae),2022,1,YES,YES,84955,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://threatenedtaxa.org/JoTT/article/download/7930/8745
bib_8b84d59906c9a20f,10.11609/jott.8023.14.10.22001-22007,"Nectar robbing by bees on the flowers of Volkameria inermis (Lamiaceae) in Coringa Wildlife Sanctuary, Andhra Pradesh, India",2022,1,YES,YES,73703,1.0000,YES,YES,NO,ACCESS_ROUTE_PRESENT_QUANT_UNRESOLVED,https://threatenedtaxa.org/index.php/JoTT/article/download/8023/8846
bib_5e1d9e73a76beec1,10.12657/denbio.085.0011,Passerine birds supporting cross pollination in Erythrina stricta Roxb.,2021,1,YES,YES,43151,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://www.idpan.poznan.pl/images/stories/dendrobiology/vol85/denbio.085.011.pdf
bib_846c49d03b0f589d,10.1371/journal.pone.0043869,Nectar Theft and Floral Ant-Repellence: A Link between Nectar Volume and Ant-Repellent Traits?,2012,1,YES,YES,60694,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0043869&type=printable
bib_b59b9917b1b1adce,10.1371/journal.pone.0055914,Floral Nectar Guide Patterns Discourage Nectar Robbing by Bumble Bees,2013,1,YES,YES,45323,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0055914&type=printable
bib_46c2bc2bc713051d,10.1371/journal.pone.0067556,Do Honeybees Shape the Bacterial Community Composition in Floral Nectar?,2013,1,YES,YES,57126,1.0000,YES,NO,YES,ROUTE_PRESENT_ACCESS_UNRESOLVED,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0067556&type=printable
bib_1e5be5d609df8cc1,10.1371/journal.pone.0102607,Nectar Robbing Positively Influences the Reproductive Success of Tecomella undulata (Bignoniaceae),2014,1,YES,YES,54026,1.0000,YES,NO,YES,ROUTE_PRESENT_ACCESS_UNRESOLVED,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0102607&type=printable
