effect_id,moderator_name,moderator_value,coding_basis,coder_id,coding_date,coding_status
LGF_Burkleetal_2007,larceny_assignment,,"deposited column 'type_study' = ['Experimental', 'Non-Experimental']: study cluster spans more than one declared level; the level is not assignable after the declared one-effect-per-cluster aggregation",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Burkleetal_2007,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 7 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Carrio&Guemes2019,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 6 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Carrio&Guemes2019,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 6 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Carrio&Guemes2019,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 6 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Carrio&Guemes2019,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 6 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Castroetal_2008,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Castroetal_2008,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Castroetal_2008,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Castroetal_2008,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Cuevas-Garciaetal2013,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 10 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Cuevas-Garciaetal2013,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 10 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Cuevas-Garciaetal2013,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 10 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Cuevas-Garciaetal2013,interaction_players,,deposited column 'players' = ['NA']: undeclared or missing level in the deposited column,deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Dedej&Delaplane_2005,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 5 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Dedej&Delaplane_2005,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 5 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Dedej&Delaplane_2005,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 5 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Dedej&Delaplane_2005,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 5 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Dengetal2004,larcenist_type,nectar_theft,"deposited column 'Larcenist_type' = 'Thieves', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Dengetal2004,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Dengetal2004,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Dengetal2004,interaction_players,,deposited column 'players' = ['NA']: undeclared or missing level in the deposited column,deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Dengetal_2015,larcenist_type,nectar_theft,"deposited column 'Larcenist_type' = 'Thieves', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Dengetal_2015,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Dengetal_2015,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Dengetal_2015,interaction_players,,deposited column 'players' = ['NA']: undeclared or missing level in the deposited column,deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Elyiahuetak2015,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 5 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Elyiahuetak2015,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 5 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Elyiahuetak2015,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 5 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Elyiahuetak2015,interaction_players,,deposited column 'players' = ['NA']: undeclared or missing level in the deposited column,deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Ferreiraetal2020,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Ferreiraetal2020,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Ferreiraetal2020,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Ferreiraetal2020,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Fumero-Caban&Melendez-Ackerman_2013,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Fumero-Caban&Melendez-Ackerman_2013,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Fumero-Caban&Melendez-Ackerman_2013,larceny_assignment,,"deposited column 'type_study' = ['Experimental', 'Non-Experimental']: study cluster spans more than one declared level; the level is not assignable after the declared one-effect-per-cluster aggregation",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Fumero-Caban&Melendez-Ackerman_2013,interaction_players,,deposited column 'players' = ['NA']: undeclared or missing level in the deposited column,deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Gallen&Butchart2003,larcenist_type,nectar_theft,"deposited column 'Larcenist_type' = 'Thieves', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Gallen&Butchart2003,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Gallen&Butchart2003,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Gallen&Butchart2003,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Gelvez-Zuningaetal2016,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Gelvez-Zuningaetal2016,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Gelvez-Zuningaetal2016,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Gelvez-Zuningaetal2016,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Hansen&Muller2009,larcenist_type,nectar_theft,"deposited column 'Larcenist_type' = 'Thieves', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Hansen&Muller2009,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Hansen&Muller2009,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Hansen&Muller2009,interaction_players,,deposited column 'players' = ['NA']: undeclared or missing level in the deposited column,deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Hazlehurst&Karubian_2016,larcenist_type,nectar_theft,"deposited column 'Larcenist_type' = 'Thieves', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Hazlehurst&Karubian_2016,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Hazlehurst&Karubian_2016,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Hazlehurst&Karubian_2016,interaction_players,bird_bird,"deposited column 'players' = 'bird-bird', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Heillingetal_2018,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Heillingetal_2018,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Heillingetal_2018,larceny_assignment,,"deposited column 'type_study' = ['Experimental', 'Non-Experimental']: study cluster spans more than one declared level; the level is not assignable after the declared one-effect-per-cluster aggregation",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Heillingetal_2018,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Higashietal,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Higashietal,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Higashietal,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Higashietal,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwin&Brody1999,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 8 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwin&Brody1999,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 8 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwin&Brody1999,larceny_assignment,,"deposited column 'type_study' = ['Experimental', 'Non-Experimental']: study cluster spans more than one declared level; the level is not assignable after the declared one-effect-per-cluster aggregation",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Irwin&Brody1999,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 8 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwin&Brody2000,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwin&Brody2000,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwin&Brody2000,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwin&Brody2000,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwinetal2015,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwinetal2015,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwinetal2015,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwinetal2015,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwinetal_2008,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwinetal_2008,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwinetal_2008,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Irwinetal_2008,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Lara&Ornelas_2001,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Lara&Ornelas_2001,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Lara&Ornelas_2001,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Lara&Ornelas_2001,interaction_players,bird_bird,"deposited column 'players' = 'bird-bird', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Lasso&Naranjo_2003,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Lasso&Naranjo_2003,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Lasso&Naranjo_2003,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Lasso&Naranjo_2003,interaction_players,bird_bird,"deposited column 'players' = 'bird-bird', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_MacDade&Weeks2004,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_MacDade&Weeks2004,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_MacDade&Weeks2004,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_MacDade&Weeks2004,interaction_players,,deposited column 'players' = ['NA']: undeclared or missing level in the deposited column,deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Mackinetal_2021,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Mackinetal_2021,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Mackinetal_2021,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Mackinetal_2021,interaction_players,,deposited column 'players' = ['NA']: undeclared or missing level in the deposited column,deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Mallof_2001,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Mallof_2001,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Mallof_2001,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Mallof_2001,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Mayeretal_2014,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Mayeretal_2014,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Mayeretal_2014,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Mayeretal_2014,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_McDonald&Caruso2019,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_McDonald&Caruso2019,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_McDonald&Caruso2019,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_McDonald&Caruso2019,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Morris_1996,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Morris_1996,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Morris_1996,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Morris_1996,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Pelayoetal2011,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Pelayoetal2011,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Pelayoetal2011,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Pelayoetal2011,interaction_players,bird_bird,"deposited column 'players' = 'bird-bird', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Quinalhaetal2017,larcenist_type,nectar_theft,"deposited column 'Larcenist_type' = 'Thieves', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Quinalhaetal2017,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Quinalhaetal2017,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
