source_row_id,study_cluster_id,source_metric,deposited_effect,deposited_variance,recomputed_log_response_ratio,recomputed_variance,effect_agreement,variance_agreement,agreement_verdict,handling
45,Cuevas-Garciaetal2013,female,-0.287682072,0.0125,-0.2876820725,0.01249999979,match,match,reproduced,included:recomputed_from_group_means
47,Cuevas-Garciaetal2013,female,-0.287682072,0.0125,-0.2876820725,0.01249999979,match,match,reproduced,included:recomputed_from_group_means
48,Cuevas-Garciaetal2013,female,-0.264692554,0.027734447,-0.2646925542,0.0277344467,match,match,reproduced,included:recomputed_from_group_means
49,Cuevas-Garciaetal2013,female,-0.220154012,0.031822165,-0.2201540125,0.03182216503,match,match,reproduced,included:recomputed_from_group_means
50,Cuevas-Garciaetal2013,female,-0.205852054,0.046908974,-0.2058520542,0.04690897446,match,match,reproduced,included:recomputed_from_group_means
51,Cuevas-Garciaetal2013,female,-0.1889661,0.053011078,-0.1889660995,0.05301107846,match,match,reproduced,included:recomputed_from_group_means
59,Dedej&Delaplane_2005,female,-0.591017685,0.009503678,-0.5910176855,0.009503677753,match,match,reproduced,included:recomputed_from_group_means
61,Dedej&Delaplane_2005,female,-0.472359343,0.00782119,-0.4723593429,0.007821190168,match,match,reproduced,included:recomputed_from_group_means
62,Dedej&Delaplane_2005,female,-0.287682072,0.002087674,-0.2876820725,0.00208767361,match,match,reproduced,included:recomputed_from_group_means
64,Dedej&Delaplane_2005,female,0.007220248,0.000938404,0.007220247973,0.0009384041912,match,match,reproduced,included:recomputed_from_group_means
65,Dedej&Delaplane_2005,female,0.2908022,0.007050629,0.2908021998,0.007050629421,match,match,reproduced,included:recomputed_from_group_means
260,Dengetal_2015,female,-0.302401199,0.00718183,-0.3024011987,0.007181830224,match,match,reproduced,included:recomputed_from_group_means
261,Dengetal_2015,female,-0.020766704,0.001212739,-0.02076670373,0.001212739154,match,match,reproduced,included:recomputed_from_group_means
68,Dengetal2004,female,-1.774665036,0.089700486,-1.774665036,0.08970048643,match,match,reproduced,included:recomputed_from_group_means
71,Elyiahuetak2015,female,-2.260325284,2.916538556,-2.260325284,2.916538556,match,match,reproduced,included:recomputed_from_group_means
72,Elyiahuetak2015,female,0,0.011354475,0,0.0113544746,match,match,reproduced,included:recomputed_from_group_means
73,Elyiahuetak2015,female,0.026668247,0.009373356,0.02666824708,0.009373355592,match,match,reproduced,included:recomputed_from_group_means
74,Elyiahuetak2015,female,0.074107972,0.01322901,0.07410797215,0.0132290095,match,match,reproduced,included:recomputed_from_group_means
75,Elyiahuetak2015,female,0.108480643,0.01230472,0.108480643,0.0123047197,match,match,reproduced,included:recomputed_from_group_means
76,Ferreiraetal2020,female,-0.420117385,0.017167326,-0.4201173849,0.01716732581,match,match,reproduced,included:recomputed_from_group_means
79,Fumero-Caban&Melendez-Ackerman_2013,female,-0.241816817,0.285431781,0.2418168166,0.3766917261,sign_flipped,differs,sign_disagrees,excluded:deposited_effect_sign_disagrees_with_deposited_group_means
83,Fumero-Caban&Melendez-Ackerman_2013,female,0.092741808,0.020887135,0.09274180814,0.01892125327,match,differs,variance_disagrees,included:variance_recomputed_from_group_means
85,Gallen&Butchart2003,female,-0.090971778,0.063834233,-0.09097177821,0.06383423303,match,match,reproduced,included:recomputed_from_group_means
86,Gallen&Butchart2003,female,0.614381085,0.08378322,0.6143810848,0.08378322007,match,match,reproduced,included:recomputed_from_group_means
87,Gelvez-Zuningaetal2016,female,0.546543706,0.092884235,0.5465437064,0.09288423464,match,match,reproduced,included:recomputed_from_group_means
93,Hansen&Muller2009,female,-1.758650311,0.230778174,-1.758650311,0.2307781742,match,match,reproduced,included:recomputed_from_group_means
94,Hazlehurst&Karubian_2016,female,-0.053986122,0.000646979,-0.05398612156,0.0006469790083,match,match,reproduced,included:recomputed_from_group_means
95,Hazlehurst&Karubian_2016,female,0.090971778,4.16e-05,0.09097177821,4.151529648e-05,match,match,reproduced,included:recomputed_from_group_means
100,Heillingetal_2018,female,-0.116296047,0.007186721,-0.1162960465,0.007186721287,match,match,reproduced,included:recomputed_from_group_means
101,Heillingetal_2018,female,-0.047466537,0.000230472,-0.04746653724,0.0002304722138,match,match,reproduced,included:recomputed_from_group_means
102,Heillingetal_2018,female,-0.013605652,0.00152263,-0.01360565206,0.00152263049,match,match,reproduced,included:recomputed_from_group_means
103,Heillingetal_2018,female,0.125849932,0.000556245,0.1258499318,0.0005562449259,match,match,reproduced,included:recomputed_from_group_means
104,Higashietal,female,-0.95143812,0.012699081,-0.9514381196,0.01269908097,match,match,reproduced,included:recomputed_from_group_means
241,Irwin&Brody1999,female,-0.583667762,0.000572968,-0.5836677624,0.0005729683616,match,match,reproduced,included:recomputed_from_group_means
242,Irwin&Brody1999,female,-0.224422051,0.008226294,-0.2244220514,0.00822629437,match,match,reproduced,included:recomputed_from_group_means
247,Irwin&Brody1999,female,-0.168335315,4.59e-05,-0.1683353148,4.594403005e-05,match,match,reproduced,included:recomputed_from_group_means
245,Irwin&Brody1999,female,-0.159349139,3.22e-05,-0.1593491393,3.221390819e-05,match,match,reproduced,included:recomputed_from_group_means
243,Irwin&Brody1999,female,-0.043485112,3.53e-05,-0.04348511194,3.525055638e-05,match,match,reproduced,included:recomputed_from_group_means
248,Irwin&Brody1999,female,0.051825068,1.94e-05,0.05182506786,1.938459637e-05,match,match,reproduced,included:recomputed_from_group_means
240,Irwin&Brody1999,female,0.096434253,0.000797074,0.09643425291,0.0007970735193,match,match,reproduced,included:recomputed_from_group_means
246,Irwin&Brody1999,female,0.1020814,6.65e-05,0.1020813998,6.65124169e-05,match,match,reproduced,included:recomputed_from_group_means
106,Irwin&Brody2000,female,0.658311742,0.000998219,0.6583117425,0.0009982187796,match,match,reproduced,included:recomputed_from_group_means
107,Irwin&Brody2000,female,0.781700578,0.001296106,0.7817005779,0.00129610616,match,match,reproduced,included:recomputed_from_group_means
251,Irwinetal_2008,female,-0.820980552,0.000251266,-0.8209805521,0.0002512659041,match,match,reproduced,included:recomputed_from_group_means
252,Irwinetal_2008,female,-0.470003629,0.001145139,-0.4700036292,0.0011451389,match,match,reproduced,included:recomputed_from_group_means
249,Irwinetal2015,female,-0.710227371,0.000150059,-0.7102273708,0.0001500594828,match,match,reproduced,included:recomputed_from_group_means
113,Lara&Ornelas_2001,female,-0.126293725,0.00048209,-0.1262937253,0.0004820901518,match,match,reproduced,included:recomputed_from_group_means
114,Lasso&Naranjo_2003,female,-0.232419654,0.001050238,-0.232419654,0.001050237865,match,match,reproduced,included:recomputed_from_group_means
118,MacDade&Weeks2004,female,0.033901552,0.004016312,0.03390155168,0.004016311898,match,match,reproduced,included:recomputed_from_group_means
119,Mackinetal_2021,female,-0.477902642,0.000312135,-0.4779026415,0.0003121353445,match,match,reproduced,included:recomputed_from_group_means
256,Mallof_2001,female,0.102362013,0.048757349,0.1023620127,0.04875734928,match,match,reproduced,included:recomputed_from_group_means
257,Mallof_2001,female,0.146603474,0.000106437,0.1466034742,0.0001064368795,match,match,reproduced,included:recomputed_from_group_means
131,Mayeretal_2014,female,-0.037692904,0.000853801,-0.03769290428,0.000853801422,match,match,reproduced,included:recomputed_from_group_means
135,McDonald&Caruso2019,female,-0.140699882,0.00032014,-0.1406998821,0.0003201397746,match,match,reproduced,included:recomputed_from_group_means
136,McDonald&Caruso2019,female,0.089514052,0.001157773,0.089514052,0.001157773474,match,match,reproduced,included:recomputed_from_group_means
143,Morris_1996,female,-0.003703708,0.005772967,-0.003703707937,0.005772967056,match,match,reproduced,included:recomputed_from_group_means
144,Morris_1996,female,0.075908963,0.056790921,0.07590896319,0.05679092116,match,match,reproduced,included:recomputed_from_group_means
145,Morris_1996,female,0.125952409,0.023034899,0.125952409,0.02303489918,match,match,reproduced,included:recomputed_from_group_means
146,Pelayoetal2011,female,0.622830682,0.041167471,0.6228306821,0.04116747087,match,match,reproduced,included:recomputed_from_group_means
149,Quinalhaetal2017,female,-1.237800096,2.178742204,-1.237800096,2.178742204,match,match,reproduced,included:recomputed_from_group_means
150,Richardson_2004,female,-1.223775432,1.477681661,-1.223775432,1.477681661,match,match,reproduced,included:recomputed_from_group_means
154,Richmanetal_2018,female,-1.131695324,0.058811416,-1.131695324,0.05881141564,match,match,reproduced,included:recomputed_from_group_means
155,Richmanetal_2018,female,-0.897941593,0.011350883,-0.8979415932,0.01135088252,match,match,reproduced,included:recomputed_from_group_means
156,Richmanetal_2018,female,-0.467340512,0.020245134,-0.4673405118,0.02024513409,match,match,reproduced,included:recomputed_from_group_means
157,Richmanetal_2018,female,-0.453892541,0.037447664,-0.4538925412,0.03744766389,match,match,reproduced,included:recomputed_from_group_means
158,Richmanetal_2018,female,-0.433635985,0.010433359,-0.4336359851,0.01043335857,match,match,reproduced,included:recomputed_from_group_means
161,Richmanetal_2018,female,-0.319519729,0.005613405,-0.319519729,0.005613404751,match,match,reproduced,included:recomputed_from_group_means
163,Richmanetal_2018,female,-0.082531806,0.005624078,-0.08253180609,0.005624078417,match,match,reproduced,included:recomputed_from_group_means
165,Richmanetal_2018,female,-0.050124387,0.016277251,-0.05012438718,0.01627725058,match,match,reproduced,included:recomputed_from_group_means
166,Rojas-Nossaetal2016,female,-2.007327227,4.48e-05,-2.007327227,4.478896887e-05,match,match,reproduced,included:recomputed_from_group_means
168,Rojas-Nossaetal2016,female,0.019191244,0.00010915,0.01919124398,0.0001091498993,match,match,reproduced,included:recomputed_from_group_means
170,Santosetal2020,female,-0.154431303,0.000646688,-0.1544313028,0.000646687967,match,match,reproduced,included:recomputed_from_group_means
171,Santosetal2020,female,-0.120286166,0.010561193,-0.1202861659,0.01056119276,match,match,reproduced,included:recomputed_from_group_means
172,Santosetal2020,female,-0.004618946,0.001190809,-0.004618945856,0.001190808914,match,match,reproduced,included:recomputed_from_group_means
173,Santosetal2020,female,0.318453731,0.084769714,0.3184537311,0.08476971419,match,match,reproduced,included:recomputed_from_group_means
184,Tameles&Pan_2022,female,-0.029199155,0.045157313,-0.02919915469,0.04515731301,match,match,reproduced,included:recomputed_from_group_means
186,Travesetetal1998,female,-0.223143551,0.003024878,-0.2231435513,0.00302487757,match,match,reproduced,included:recomputed_from_group_means
187,Utelli&Roy2001,female,-0.039220713,0.012312889,-0.03922071315,0.01231288892,match,match,reproduced,included:recomputed_from_group_means
188,Utelli&Roy2001,female,0.031748698,0.008068947,0.03174869831,0.008068946756,match,match,reproduced,included:recomputed_from_group_means
189,Utelli&Roy2001,female,0.132820913,0.0184135,0.132820913,0.01841350009,match,match,reproduced,included:recomputed_from_group_means
190,Valdivia&Gonzalez-Gomes_2006,female,-0.303186259,0.044189475,-0.303186259,0.04418947471,match,match,reproduced,included:recomputed_from_group_means
192,Varma&Sinu2019,female,-0.419853846,0.994179758,-0.4198538456,0.9941797581,match,match,reproduced,included:recomputed_from_group_means
193,Varma&Sinu2019,female,0,0.000335514,0,0.0003355143758,match,match,reproduced,included:recomputed_from_group_means
194,Varma&Sinu2019,female,0.043963123,0.00334507,0.04396312342,0.003345070338,match,match,reproduced,included:recomputed_from_group_means
195,Varma&Sinu2019,female,0.476924072,0.058263972,0.4769240721,0.05826397186,match,match,reproduced,included:recomputed_from_group_means
196,Varmaetal2020,female,-0.094187215,0.005234936,-0.09418721506,0.005234935559,match,match,reproduced,included:recomputed_from_group_means
197,Varmaetal2020,female,-0.040005335,0.00251208,-0.04000533461,0.002512079555,match,match,reproduced,included:recomputed_from_group_means
198,Varmaetal2020,female,-0.007884404,0.000605053,-0.007884403524,0.0006050529685,match,match,reproduced,included:recomputed_from_group_means
213,Zhangetal_2010a,female,-0.831831604,0.031992061,-0.8318316041,0.03199206127,match,match,reproduced,included:recomputed_from_group_means
214,Zhangetal_2010a,female,-0.36548101,0.29484415,-0.3654810097,0.2948441497,match,match,reproduced,included:recomputed_from_group_means
215,Zhangetal_2010a,female,-0.135665865,0.509696763,-0.1356658652,0.5096967634,match,match,reproduced,included:recomputed_from_group_means
216,Zhangetal_2010a,female,-0.080638347,0.014987032,-0.08063834698,0.01498703166,match,match,reproduced,included:recomputed_from_group_means
217,Zhangetal_2010a,female,-0.026466573,0.349490574,-0.02646657319,0.3494905739,match,match,reproduced,included:recomputed_from_group_means
218,Zhangetal_2010a,female,0.250351269,0.291614131,0.250351269,0.2916141314,match,match,reproduced,included:recomputed_from_group_means
221,Zhangetal_2014,female,-0.312995098,0.009590393,-0.3129950976,0.009590392888,match,match,reproduced,included:recomputed_from_group_means
229,Zhangetal2009a,female,-0.32686125,0.045843036,-0.3268612496,0.04584303608,match,match,reproduced,included:recomputed_from_group_means
230,Zhangetal2009a,female,-0.107566283,0.009616223,-0.1075662831,0.009616222976,match,match,reproduced,included:recomputed_from_group_means
231,Zhangetal2009a,female,-0.069692539,0.003710616,-0.06969253917,0.003710616039,match,match,reproduced,included:recomputed_from_group_means
232,Zhangetal2009a,female,-0.012270093,5.46e-05,-0.01227009259,5.462167022e-05,match,match,reproduced,included:recomputed_from_group_means
233,Zhangetal2009a,female,0.059740995,0.028859463,0.05974099536,0.02885946309,match,match,reproduced,included:recomputed_from_group_means
234,Zhangetal2011,female,-0.167432944,0.011043711,-0.1674329443,0.01104371144,match,match,reproduced,included:recomputed_from_group_means
235,Zhangetal2011,female,-0.164600096,0.008472764,-0.1646000957,0.008472764312,match,match,reproduced,included:recomputed_from_group_means
236,Zhangetal2011,female,-0.025001302,0.00759646,-0.02500130221,0.007596460388,match,match,reproduced,included:recomputed_from_group_means
237,Zhangetal2011,female,-0.02289382,0.006330613,-0.02289381987,0.006330612953,match,match,reproduced,included:recomputed_from_group_means
25,Caballeroetal_2013,visitation,-0.110751364,0.001154083,-0.1107513643,0.001154083183,match,match,reproduced,included:recomputed_from_group_means
27,Caballeroetal_2013,visitation,-0.083433556,0.101268089,-0.08343355564,0.1012680895,match,match,reproduced,included:recomputed_from_group_means
56,Cuevas&Guerrero_2016,visitation,1.098612289,0.058309038,1.098612289,0.1101392938,match,differs,variance_disagrees,included:variance_recomputed_from_group_means
66,Dengetal_2015,visitation,-0.833235974,0.135420552,-0.8332359737,0.1354205524,match,match,reproduced,included:recomputed_from_group_means
262,Dengetal_2015,visitation,-0.648026745,0.135788444,-0.6480267453,0.1357884442,match,match,reproduced,included:recomputed_from_group_means
67,Dengetal_2015,visitation,0.245334525,0.032080234,0.2453345246,0.03208023361,match,match,reproduced,included:recomputed_from_group_means
77,Fumero-Caban&Melendez-Ackerman_2013,visitation,-1.860752341,0.000697909,-1.860752341,0.0006986271704,match,match,reproduced,included:recomputed_from_group_means
78,Fumero-Caban&Melendez-Ackerman_2013,visitation,-0.362905494,0.017052295,-0.3629054937,0.01705229485,match,match,reproduced,included:recomputed_from_group_means
88,Gelvez-Zuningaetal2016,visitation,1.604191617,0.118070882,-1.604191617,3.318927868,sign_flipped,differs,sign_disagrees,excluded:deposited_effect_sign_disagrees_with_deposited_group_means
96,Hazlehurst&Karubian_2016,visitation,0.702536921,0.685444739,0.7025369209,0.6854447388,match,match,reproduced,included:recomputed_from_group_means
97,Heillingetal_2018,visitation,-0.470003629,1.886566558,-0.4700036292,1.886566558,match,match,reproduced,included:recomputed_from_group_means
98,Heillingetal_2018,visitation,-0.30830136,0.000445245,-0.3083013597,0.0004452451436,match,match,reproduced,included:recomputed_from_group_means
99,Heillingetal_2018,visitation,-0.147452731,0.000397968,-0.1474527311,0.0003979678758,match,match,reproduced,included:recomputed_from_group_means
105,Irwin&Brody2000,visitation,0.264692554,0.000686362,0.2646925542,0.0006863617492,match,match,reproduced,included:recomputed_from_group_means
112,Lara&Ornelas_2001,visitation,-0.223143551,0.001761006,-0.2231435513,0.001761005917,match,match,reproduced,included:recomputed_from_group_means
116,Lietal_2021,visitation,-1.491654877,0.059382716,-1.491654877,0.05938271592,match,match,reproduced,included:recomputed_from_group_means
117,Lietal_2021,visitation,-0.489103801,0.012338346,-0.4891038006,0.01233834629,match,match,reproduced,included:recomputed_from_group_means
120,Mackinetal_2021,visitation,-0.445074246,0.009424732,-0.4450742462,0.00942473203,match,match,reproduced,included:recomputed_from_group_means
121,Mackinetal_2021,visitation,-0.356674944,0.007684751,-0.3566749439,0.007684750919,match,match,reproduced,included:recomputed_from_group_means
123,Mackinetal_2021,visitation,0.15415068,0.005635924,0.1541506798,0.005635924142,match,match,reproduced,included:recomputed_from_group_means
124,Mackinetal_2021,visitation,0.405465108,0.018137509,0.4054651081,0.01813750863,match,match,reproduced,included:recomputed_from_group_means
125,Mackinetal_2021,visitation,1.098612289,0.021243099,1.098612289,0.02124309869,match,match,reproduced,included:recomputed_from_group_means
258,Mallof_2001,visitation,0.421213465,0.000624825,0.4212134651,0.0006248248389,match,match,reproduced,included:recomputed_from_group_means
127,Mayeretal_2014,visitation,-1.056052674,0.165622416,-1.056052674,0.1656224155,match,match,reproduced,included:recomputed_from_group_means
128,Mayeretal_2014,visitation,-0.182321557,0.045068889,-0.1823215568,0.04506888889,match,match,reproduced,included:recomputed_from_group_means
129,Mayeretal_2014,visitation,-0.164874643,0.026804956,-0.1648746432,0.0268049555,match,match,reproduced,included:recomputed_from_group_means
130,Mayeretal_2014,visitation,-0.087011377,0.046212839,-0.08701137699,0.04621283861,match,match,reproduced,included:recomputed_from_group_means
132,Mayeretal_2014,visitation,0.15415068,0.689051437,0.1541506798,0.6890514369,match,match,reproduced,included:recomputed_from_group_means
133,Mayeretal_2014,visitation,0.581921545,0.194765238,0.5819215454,0.1947652379,match,match,reproduced,included:recomputed_from_group_means
134,Mayeretal_2014,visitation,1.558907104,0.634812497,1.558907104,0.634812497,match,match,reproduced,included:recomputed_from_group_means
137,Milet-Pinheiro&Schlindwein_2009,visitation,-0.884685392,0.009426026,-0.8846853925,0.00942602553,match,match,reproduced,included:recomputed_from_group_means
138,Missagia&Alves2017,visitation,-1.760010771,0.720766942,-1.760010771,0.720766942,match,match,reproduced,included:recomputed_from_group_means
139,Missagia&Alves2017,visitation,-1.280933845,0.271513889,-1.280933845,0.2715138889,match,match,reproduced,included:recomputed_from_group_means
140,Missagia&Alves2017,visitation,-1.223775432,0.234027958,-1.223775432,0.2340279585,match,match,reproduced,included:recomputed_from_group_means
160,Richmanetal_2018,visitation,-0.418710335,0.088852078,-0.4187103349,0.08885207817,match,match,reproduced,included:recomputed_from_group_means
159,Richmanetal_2018,visitation,-0.418710335,0.109252079,-0.4187103349,0.1092520786,match,match,reproduced,included:recomputed_from_group_means
162,Richmanetal_2018,visitation,-0.291434422,0.012416439,-0.2914344221,0.01241643929,match,match,reproduced,included:recomputed_from_group_means
164,Richmanetal_2018,visitation,-0.058268908,0.009603987,-0.05826890812,0.009603987186,match,match,reproduced,included:recomputed_from_group_means
174,Singhetal_2014,visitation,-1.501676435,0.006441551,-1.501676435,0.00644155095,match,match,reproduced,included:recomputed_from_group_means
176,Singhetal_2014,visitation,-0.881547783,0.008250576,-0.8815477834,0.008250575505,match,match,reproduced,included:recomputed_from_group_means
177,Singhetal_2014,visitation,1.116630794,0.006026435,1.116630794,0.006026435061,match,match,reproduced,included:recomputed_from_group_means
179,Takedaetal_2021,visitation,-0.342944751,0.029881649,-0.3429447511,0.02988164855,match,match,reproduced,included:recomputed_from_group_means
180,Takedaetal_2021,visitation,0.603451238,0.096725491,0.6034512382,0.0967254914,match,match,reproduced,included:recomputed_from_group_means
200,Yeetal_2017,visitation,0.053211689,0.016396005,0.05321168943,0.01639600482,match,match,reproduced,included:recomputed_from_group_means
201,Yeetal_2017,visitation,0.709608458,0.238540183,0.7096084576,0.238540183,match,match,reproduced,included:recomputed_from_group_means
202,Zhangetal_2009b,visitation,-0.332938664,0.062791017,-0.332938664,0.06279101669,match,match,reproduced,included:recomputed_from_group_means
203,Zhangetal_2009b,visitation,-0.325767406,0.038111699,-0.3257674065,0.03811169879,match,match,reproduced,included:recomputed_from_group_means
204,Zhangetal_2009b,visitation,-0.252436133,0.02030783,-0.2524361334,0.02030783029,match,match,reproduced,included:recomputed_from_group_means
205,Zhangetal_2009b,visitation,-0.090672708,0.008506817,-0.09067270831,0.008506817175,match,match,reproduced,included:recomputed_from_group_means
206,Zhangetal_2009b,visitation,0.05110146,0.003806184,0.05110146013,0.003806183735,match,match,reproduced,included:recomputed_from_group_means
208,Zhangetal_2009b,visitation,0.349184272,0.267610022,0.3491842722,0.2676100222,match,match,reproduced,included:recomputed_from_group_means
209,Zhangetal_2010a,visitation,-1.430544919,0.032547652,-1.430544919,0.0325476517,match,match,reproduced,included:recomputed_from_group_means
210,Zhangetal_2010a,visitation,-1.377479417,0.019533041,-1.377479417,0.01953304072,match,match,reproduced,included:recomputed_from_group_means
219,Zhangetal_2014,visitation,-2.388388011,0.163852893,-2.388388011,0.1638528934,match,match,reproduced,included:recomputed_from_group_means
220,Zhangetal_2014,visitation,-2.150336376,0.193495028,-2.150336376,0.1934950281,match,match,reproduced,included:recomputed_from_group_means
222,Zhangetal_2014,visitation,-0.248502895,0.053934836,-0.2485028953,0.05393483564,match,match,reproduced,included:recomputed_from_group_means
223,Zhangetal_2014,visitation,-0.084390785,0.049659468,-0.08439078549,0.0496594685,match,match,reproduced,included:recomputed_from_group_means
238,Zimmerman&Cook_1985,visitation,-0.350202429,0.010014683,-0.3502024294,0.01001468334,match,match,reproduced,included:recomputed_from_group_means
6,Arizmendieetal1996,nectar,-0.073218552,0.002078722,-0.0732185516,0.002078722001,match,match,reproduced,included:recomputed_from_group_means
7,Arizmendieetal1996,nectar,0.326148353,0.010575234,0.3261483533,0.01057523366,match,match,reproduced,included:recomputed_from_group_means
26,Caballeroetal_2013,nectar,-0.083847972,0.001037907,-0.08384797248,0.001037906906,match,match,reproduced,included:recomputed_from_group_means
35,Castroetal_2008,nectar,0.018349139,0.006213498,0.01834913867,0.006213497746,match,match,reproduced,included:recomputed_from_group_means
36,Castroetal_2008,nectar,0.678332095,0.0927609,0.6783320948,0.0927608997,match,match,reproduced,included:recomputed_from_group_means
37,Colwell_1995,nectar,-0.520304368,0.033399267,-0.5203043677,0.03339926729,match,match,reproduced,included:recomputed_from_group_means
38,Cruzetal_2007,nectar,-0.693147181,0.07148931,-0.6931471806,0.07148931001,match,match,reproduced,included:recomputed_from_group_means
39,Cruzetal_2007,nectar,-0.635988767,0.085356591,-0.6359887667,0.08535659079,match,match,reproduced,included:recomputed_from_group_means
40,Cruzetal_2007,nectar,-0.349673748,0.019567543,-0.3496737485,0.01956754332,match,match,reproduced,included:recomputed_from_group_means
41,Cruzetal_2007,nectar,0.6257059,0.085242919,0.6257058998,0.08524291871,match,match,reproduced,included:recomputed_from_group_means
52,Cuevas&Guerrero_2016,nectar,-2.129437912,0.007258083,-2.129437912,0.007258083457,match,match,reproduced,included:recomputed_from_group_means
53,Cuevas&Guerrero_2016,nectar,-2.011233292,0.007353554,-2.011233292,0.007353554167,match,match,reproduced,included:recomputed_from_group_means
54,Cuevas&Guerrero_2016,nectar,-1.698073985,0.003958782,-1.698073985,0.003958781923,match,match,reproduced,included:recomputed_from_group_means
