parameter,channel,scenario_id,form_id,grid_points,prior_low,prior_high,prior_sensitive_points,prior_sensitive_fraction,relative_half_width,settled_points,settled_fraction,value_of_information
defence_pollinator_cost,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,135,0.833333,0.25,150,0.925926,0.759259
defence_pollinator_cost,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,135,0.833333,0.5,129,0.796296,0.629630
defence_pollinator_cost,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,135,0.833333,1,66,0.407407,0.240741
attraction_gain,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,129,0.796296,0.1,156,0.962963,0.759259
attraction_gain,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,129,0.796296,0.25,147,0.907407,0.703704
attraction_gain,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,129,0.796296,0.5,126,0.777778,0.574074
attraction_gain,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,129,0.796296,1,60,0.370370,0.166667
attraction_defence_shared_cost,direct_joint_cost_kappa,low_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,1,102,0.629630,0.1,159,0.981481,0.611111
attraction_defence_shared_cost,direct_joint_cost_kappa,low_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,1,102,0.629630,0.25,156,0.962963,0.592593
attraction_defence_shared_cost,direct_joint_cost_kappa,low_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,1,102,0.629630,0.5,144,0.888889,0.518519
attraction_defence_shared_cost,direct_joint_cost_kappa,low_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,1,102,0.629630,1,108,0.666667,0.296296
attraction_tracking,antagonist_relief_rho,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,156,0.962963,0.1,154,0.950617,0.913580
attraction_tracking,antagonist_relief_rho,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,156,0.962963,0.25,132,0.814815,0.777778
attraction_tracking,antagonist_relief_rho,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,156,0.962963,0.5,93,0.574074,0.537037
attraction_tracking,antagonist_relief_rho,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,156,0.962963,1,43,0.265432,0.228395
floral_defence_efficacy,antagonist_relief_rho,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,119,0.734568,0.1,154,0.950617,0.685185
floral_defence_efficacy,antagonist_relief_rho,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,119,0.734568,0.25,132,0.814815,0.549383
floral_defence_efficacy,antagonist_relief_rho,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,119,0.734568,0.5,93,0.574074,0.308642
floral_defence_efficacy,antagonist_relief_rho,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,119,0.734568,1,43,0.265432,0.000000
defence_pollinator_cost,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,128,0.790123,0.1,158,0.975309,0.765432
defence_pollinator_cost,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,128,0.790123,0.25,146,0.901235,0.691358
defence_pollinator_cost,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,128,0.790123,0.5,128,0.790123,0.580247
defence_pollinator_cost,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,128,0.790123,1,75,0.462963,0.253086
attraction_gain,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,117,0.722222,0.1,158,0.975309,0.697531
attraction_gain,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,117,0.722222,0.25,143,0.882716,0.604938
attraction_gain,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,117,0.722222,0.5,125,0.771605,0.493827
attraction_gain,mutualist_interference_iota,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,117,0.722222,1,70,0.432099,0.154321
attraction_defence_shared_cost,direct_joint_cost_kappa,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,102,0.629630,0.1,161,0.993827,0.623457
attraction_defence_shared_cost,direct_joint_cost_kappa,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,102,0.629630,0.25,153,0.944444,0.574074
attraction_defence_shared_cost,direct_joint_cost_kappa,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,102,0.629630,0.5,137,0.845679,0.475309
attraction_defence_shared_cost,direct_joint_cost_kappa,low_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,102,0.629630,1,114,0.703704,0.333333
attraction_tracking,antagonist_relief_rho,baseline,baseline,162,0,3,156,0.962963,0.1,144,0.888889,0.851852
attraction_tracking,antagonist_relief_rho,baseline,baseline,162,0,3,156,0.962963,0.25,117,0.722222,0.685185
attraction_tracking,antagonist_relief_rho,baseline,baseline,162,0,3,156,0.962963,0.5,84,0.518519,0.481481
attraction_tracking,antagonist_relief_rho,baseline,baseline,162,0,3,156,0.962963,1,24,0.148148,0.111111
floral_defence_efficacy,antagonist_relief_rho,baseline,baseline,162,0,1,126,0.777778,0.1,144,0.888889,0.666667
floral_defence_efficacy,antagonist_relief_rho,baseline,baseline,162,0,1,126,0.777778,0.25,117,0.722222,0.500000
floral_defence_efficacy,antagonist_relief_rho,baseline,baseline,162,0,1,126,0.777778,0.5,84,0.518519,0.296296
floral_defence_efficacy,antagonist_relief_rho,baseline,baseline,162,0,1,126,0.777778,1,36,0.222222,0.000000
defence_pollinator_cost,mutualist_interference_iota,baseline,baseline,162,0,3,108,0.666667,0.1,156,0.962963,0.629630
defence_pollinator_cost,mutualist_interference_iota,baseline,baseline,162,0,3,108,0.666667,0.25,138,0.851852,0.518519
defence_pollinator_cost,mutualist_interference_iota,baseline,baseline,162,0,3,108,0.666667,0.5,117,0.722222,0.388889
defence_pollinator_cost,mutualist_interference_iota,baseline,baseline,162,0,3,108,0.666667,1,72,0.444444,0.111111
attraction_gain,mutualist_interference_iota,baseline,baseline,162,0,3,114,0.703704,0.1,147,0.907407,0.611111
attraction_gain,mutualist_interference_iota,baseline,baseline,162,0,3,114,0.703704,0.25,132,0.814815,0.518519
attraction_gain,mutualist_interference_iota,baseline,baseline,162,0,3,114,0.703704,0.5,111,0.685185,0.388889
attraction_gain,mutualist_interference_iota,baseline,baseline,162,0,3,114,0.703704,1,54,0.333333,0.037037
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,baseline,162,0,1,126,0.777778,0.1,159,0.981481,0.759259
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,baseline,162,0,1,126,0.777778,0.25,144,0.888889,0.666667
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,baseline,162,0,1,126,0.777778,0.5,132,0.814815,0.592593
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,baseline,162,0,1,126,0.777778,1,117,0.722222,0.500000
attraction_tracking,antagonist_relief_rho,baseline,saturating_attraction,162,0,3,155,0.956790,0.1,144,0.888889,0.845679
attraction_tracking,antagonist_relief_rho,baseline,saturating_attraction,162,0,3,155,0.956790,0.25,125,0.771605,0.728395
attraction_tracking,antagonist_relief_rho,baseline,saturating_attraction,162,0,3,155,0.956790,0.5,81,0.500000,0.456790
attraction_tracking,antagonist_relief_rho,baseline,saturating_attraction,162,0,3,155,0.956790,1,20,0.123457,0.080247
floral_defence_efficacy,antagonist_relief_rho,baseline,saturating_attraction,162,0,1,122,0.753086,0.1,144,0.888889,0.641975
floral_defence_efficacy,antagonist_relief_rho,baseline,saturating_attraction,162,0,1,122,0.753086,0.25,125,0.771605,0.524691
floral_defence_efficacy,antagonist_relief_rho,baseline,saturating_attraction,162,0,1,122,0.753086,0.5,88,0.543210,0.296296
floral_defence_efficacy,antagonist_relief_rho,baseline,saturating_attraction,162,0,1,122,0.753086,1,40,0.246914,0.000000
defence_pollinator_cost,mutualist_interference_iota,baseline,saturating_attraction,162,0,3,105,0.648148,0.1,151,0.932099,0.580247
defence_pollinator_cost,mutualist_interference_iota,baseline,saturating_attraction,162,0,3,105,0.648148,0.25,144,0.888889,0.537037
defence_pollinator_cost,mutualist_interference_iota,baseline,saturating_attraction,162,0,3,105,0.648148,0.5,125,0.771605,0.419753
defence_pollinator_cost,mutualist_interference_iota,baseline,saturating_attraction,162,0,3,105,0.648148,1,77,0.475309,0.123457
attraction_gain,mutualist_interference_iota,baseline,saturating_attraction,162,0,3,110,0.679012,0.1,150,0.925926,0.604938
attraction_gain,mutualist_interference_iota,baseline,saturating_attraction,162,0,3,110,0.679012,0.25,138,0.851852,0.530864
attraction_gain,mutualist_interference_iota,baseline,saturating_attraction,162,0,3,110,0.679012,0.5,114,0.703704,0.382716
attraction_gain,mutualist_interference_iota,baseline,saturating_attraction,162,0,3,110,0.679012,1,64,0.395062,0.074074
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,saturating_attraction,162,0,1,128,0.790123,0.1,156,0.962963,0.753086
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,saturating_attraction,162,0,1,128,0.790123,0.25,144,0.888889,0.679012
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,saturating_attraction,162,0,1,128,0.790123,0.5,135,0.833333,0.623457
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,saturating_attraction,162,0,1,128,0.790123,1,117,0.722222,0.512346
attraction_tracking,antagonist_relief_rho,baseline,saturating_defence,162,0,3,132,0.814815,0.1,156,0.962963,0.777778
attraction_tracking,antagonist_relief_rho,baseline,saturating_defence,162,0,3,132,0.814815,0.25,129,0.796296,0.611111
attraction_tracking,antagonist_relief_rho,baseline,saturating_defence,162,0,3,132,0.814815,0.5,96,0.592593,0.407407
attraction_tracking,antagonist_relief_rho,baseline,saturating_defence,162,0,3,132,0.814815,1,36,0.222222,0.037037
floral_defence_efficacy,antagonist_relief_rho,baseline,saturating_defence,162,0,1,93,0.574074,0.1,156,0.962963,0.537037
floral_defence_efficacy,antagonist_relief_rho,baseline,saturating_defence,162,0,1,93,0.574074,0.25,129,0.796296,0.370370
floral_defence_efficacy,antagonist_relief_rho,baseline,saturating_defence,162,0,1,93,0.574074,0.5,99,0.611111,0.185185
floral_defence_efficacy,antagonist_relief_rho,baseline,saturating_defence,162,0,1,93,0.574074,1,69,0.425926,0.000000
defence_pollinator_cost,mutualist_interference_iota,baseline,saturating_defence,162,0,3,117,0.722222,0.1,156,0.962963,0.685185
defence_pollinator_cost,mutualist_interference_iota,baseline,saturating_defence,162,0,3,117,0.722222,0.25,153,0.944444,0.666667
defence_pollinator_cost,mutualist_interference_iota,baseline,saturating_defence,162,0,3,117,0.722222,0.5,129,0.796296,0.518519
defence_pollinator_cost,mutualist_interference_iota,baseline,saturating_defence,162,0,3,117,0.722222,1,69,0.425926,0.148148
attraction_gain,mutualist_interference_iota,baseline,saturating_defence,162,0,3,120,0.740741,0.1,156,0.962963,0.703704
attraction_gain,mutualist_interference_iota,baseline,saturating_defence,162,0,3,120,0.740741,0.25,147,0.907407,0.648148
attraction_gain,mutualist_interference_iota,baseline,saturating_defence,162,0,3,120,0.740741,0.5,123,0.759259,0.500000
attraction_gain,mutualist_interference_iota,baseline,saturating_defence,162,0,3,120,0.740741,1,57,0.351852,0.092593
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,saturating_defence,162,0,1,102,0.629630,0.1,159,0.981481,0.611111
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,saturating_defence,162,0,1,102,0.629630,0.25,153,0.944444,0.574074
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,saturating_defence,162,0,1,102,0.629630,0.5,141,0.870370,0.500000
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,saturating_defence,162,0,1,102,0.629630,1,108,0.666667,0.296296
attraction_tracking,antagonist_relief_rho,baseline,saturating_both_curved_cost,162,0,3,134,0.827160,0.1,150,0.925926,0.753086
attraction_tracking,antagonist_relief_rho,baseline,saturating_both_curved_cost,162,0,3,134,0.827160,0.25,131,0.808642,0.635802
attraction_tracking,antagonist_relief_rho,baseline,saturating_both_curved_cost,162,0,3,134,0.827160,0.5,93,0.574074,0.401235
attraction_tracking,antagonist_relief_rho,baseline,saturating_both_curved_cost,162,0,3,134,0.827160,1,43,0.265432,0.092593
floral_defence_efficacy,antagonist_relief_rho,baseline,saturating_both_curved_cost,162,0,1,91,0.561728,0.1,150,0.925926,0.487654
floral_defence_efficacy,antagonist_relief_rho,baseline,saturating_both_curved_cost,162,0,1,91,0.561728,0.25,131,0.808642,0.370370
floral_defence_efficacy,antagonist_relief_rho,baseline,saturating_both_curved_cost,162,0,1,91,0.561728,0.5,103,0.635802,0.197531
floral_defence_efficacy,antagonist_relief_rho,baseline,saturating_both_curved_cost,162,0,1,91,0.561728,1,71,0.438272,0.000000
defence_pollinator_cost,mutualist_interference_iota,baseline,saturating_both_curved_cost,162,0,3,105,0.648148,0.1,158,0.975309,0.623457
defence_pollinator_cost,mutualist_interference_iota,baseline,saturating_both_curved_cost,162,0,3,105,0.648148,0.25,148,0.913580,0.561728
defence_pollinator_cost,mutualist_interference_iota,baseline,saturating_both_curved_cost,162,0,3,105,0.648148,0.5,132,0.814815,0.462963
defence_pollinator_cost,mutualist_interference_iota,baseline,saturating_both_curved_cost,162,0,3,105,0.648148,1,76,0.469136,0.117284
attraction_gain,mutualist_interference_iota,baseline,saturating_both_curved_cost,162,0,3,102,0.629630,0.1,157,0.969136,0.598765
attraction_gain,mutualist_interference_iota,baseline,saturating_both_curved_cost,162,0,3,102,0.629630,0.25,145,0.895062,0.524691
attraction_gain,mutualist_interference_iota,baseline,saturating_both_curved_cost,162,0,3,102,0.629630,0.5,122,0.753086,0.382716
attraction_gain,mutualist_interference_iota,baseline,saturating_both_curved_cost,162,0,3,102,0.629630,1,70,0.432099,0.061728
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,saturating_both_curved_cost,162,0,1,94,0.580247,0.1,161,0.993827,0.574074
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,saturating_both_curved_cost,162,0,1,94,0.580247,0.25,153,0.944444,0.524691
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,saturating_both_curved_cost,162,0,1,94,0.580247,0.5,138,0.851852,0.432099
attraction_defence_shared_cost,direct_joint_cost_kappa,baseline,saturating_both_curved_cost,162,0,1,94,0.580247,1,109,0.672840,0.253086
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,3,162,1.000000,0.1,162,1.000000,1.000000
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,3,162,1.000000,0.25,162,1.000000,1.000000
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,3,162,1.000000,0.5,141,0.870370,0.870370
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,3,162,1.000000,1,0,0.000000,0.000000
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,1,162,1.000000,0.1,162,1.000000,1.000000
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,1,162,1.000000,0.25,162,1.000000,1.000000
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,1,162,1.000000,0.5,141,0.870370,0.870370
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,1,162,1.000000,1,0,0.000000,0.000000
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,3,63,0.388889,0.1,162,1.000000,0.388889
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,3,63,0.388889,0.25,162,1.000000,0.388889
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,3,63,0.388889,0.5,159,0.981481,0.370370
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,3,63,0.388889,1,144,0.888889,0.277778
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,3,27,0.166667,0.1,162,1.000000,0.166667
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,3,27,0.166667,0.25,162,1.000000,0.166667
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,3,27,0.166667,0.5,153,0.944444,0.111111
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,3,27,0.166667,1,144,0.888889,0.055556
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,1,126,0.777778,0.1,162,1.000000,0.777778
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,1,126,0.777778,0.25,162,1.000000,0.777778
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,1,126,0.777778,0.5,162,1.000000,0.777778
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,baseline,162,0,1,126,0.777778,1,162,1.000000,0.777778
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,3,162,1.000000,0.1,158,0.975309,0.975309
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,3,162,1.000000,0.25,156,0.962963,0.962963
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,3,162,1.000000,0.5,144,0.888889,0.888889
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,3,162,1.000000,1,0,0.000000,0.000000
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,1,162,1.000000,0.1,158,0.975309,0.975309
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,1,162,1.000000,0.25,156,0.962963,0.962963
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,1,162,1.000000,0.5,144,0.888889,0.888889
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,1,162,1.000000,1,0,0.000000,0.000000
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,3,54,0.333333,0.1,159,0.981481,0.314815
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,3,54,0.333333,0.25,156,0.962963,0.296296
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,3,54,0.333333,0.5,156,0.962963,0.296296
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,3,54,0.333333,1,148,0.913580,0.246914
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,3,21,0.129630,0.1,159,0.981481,0.111111
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,3,21,0.129630,0.25,156,0.962963,0.092593
