effect_id,study_id,study_cluster_id,doi,taxon,route,trait_role,trait_class,outcome_class,design_class,effect_input_type,effect_metric,effect_value,standard_error,n_treatment,n_control,mean_treatment,sd_treatment,mean_control,sd_control,event_treatment,non_event_treatment,event_control,non_event_control,correlation_r,n_total,effect_orientation,is_primary_effect,analysis_status,source_basis,source_locator,extraction_note,computed_effect_value,computed_standard_error,conversion_method,stratum_id
LGF_Dengetal_2015,Dengetal_2015,Dengetal_2015,,Alpinia_roxburghii,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.1615839512,0.05978504213,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=260;261; synthesis_doi=10.1002/ecy.70036; primary_study_label=Dengetal_2015,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.1615839512,0.05978504213,reported_effect,HF_larceny_female_lrr_comparative
LGF_Elyiahuetak2015,Elyiahuetak2015,Elyiahuetak2015,,Arctostaphylos_pungens,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.4102136843,0.4274210323,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=71;72;73;74;75; synthesis_doi=10.1002/ecy.70036; primary_study_label=Elyiahuetak2015,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 5 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.4102136843,0.4274210323,reported_effect,HF_larceny_female_lrr_comparative
LGF_Ferreiraetal2020,Ferreiraetal2020,Ferreiraetal2020,,Cleistocactus_baumanii,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.4201173849,0.1310241421,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=76; synthesis_doi=10.1002/ecy.70036; primary_study_label=Ferreiraetal2020,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.4201173849,0.1310241421,reported_effect,HF_larceny_female_lrr_comparative
LGF_Fumero-Caban&Melendez-Ackerman_2013,Fumero-Caban&Melendez-Ackerman_2013,Fumero-Caban&Melendez-Ackerman_2013,,Pitcairnia_augustifolia,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,0.09274180814,0.1375545465,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=83; synthesis_doi=10.1002/ecy.70036; primary_study_label=Fumero-Caban&Melendez-Ackerman_2013,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.09274180814,0.1375545465,reported_effect,HF_larceny_female_lrr_comparative
LGF_Gallen&Butchart2003,Gallen&Butchart2003,Gallen&Butchart2003,,Polemonium_viscosum,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,0.2617046533,0.2710538435,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=85;86; synthesis_doi=10.1002/ecy.70036; primary_study_label=Gallen&Butchart2003,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.2617046533,0.2710538435,reported_effect,HF_larceny_female_lrr_comparative
LGF_Gelvez-Zuningaetal2016,Gelvez-Zuningaetal2016,Gelvez-Zuningaetal2016,,Collaea_speciosa,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,0.5465437064,0.3047691498,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=87; synthesis_doi=10.1002/ecy.70036; primary_study_label=Gelvez-Zuningaetal2016,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.5465437064,0.3047691498,reported_effect,HF_larceny_female_lrr_comparative
LGF_Hansen&Muller2009,Hansen&Muller2009,Hansen&Muller2009,,Roussea_simplex,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-1.758650311,0.48039377,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=93; synthesis_doi=10.1002/ecy.70036; primary_study_label=Hansen&Muller2009,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-1.758650311,0.48039377,reported_effect,HF_larceny_female_lrr_comparative
LGF_Hazlehurst&Karubian_2016,Hazlehurst&Karubian_2016,Hazlehurst&Karubian_2016,,Oreocallis_grandiflora,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,0.01849282832,0.01593950927,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=94;95; synthesis_doi=10.1002/ecy.70036; primary_study_label=Hazlehurst&Karubian_2016,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.01849282832,0.01593950927,reported_effect,HF_larceny_female_lrr_comparative
LGF_Heillingetal_2018,Heillingetal_2018,Heillingetal_2018,,Corydalis_caseana,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.01287957601,0.04064039669,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=100;101;102;103; synthesis_doi=10.1002/ecy.70036; primary_study_label=Heillingetal_2018,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 4 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.01287957601,0.04064039669,reported_effect,HF_larceny_female_lrr_comparative
LGF_Higashietal,Higashietal,Higashietal,,Corydalis_ambigua,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.9514381196,0.1126901991,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=104; synthesis_doi=10.1002/ecy.70036; primary_study_label=Higashietal,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.9514381196,0.1126901991,reported_effect,HF_larceny_female_lrr_comparative
LGF_Irwin&Brody1999,Irwin&Brody1999,Irwin&Brody1999,,Ipomopis_aggregata,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.1161148324,0.02172720356,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=240;241;242;243;245;246;247;248; synthesis_doi=10.1002/ecy.70036; primary_study_label=Irwin&Brody1999,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 8 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.1161148324,0.02172720356,reported_effect,HF_larceny_female_lrr_comparative
LGF_Irwin&Brody2000,Irwin&Brody2000,Irwin&Brody2000,,Ipomopis_aggregata,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,0.7200061602,0.03379803745,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=106;107; synthesis_doi=10.1002/ecy.70036; primary_study_label=Irwin&Brody2000,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.7200061602,0.03379803745,reported_effect,HF_larceny_female_lrr_comparative
LGF_Irwinetal2015,Irwinetal2015,Irwinetal2015,,Ipomopis_aggregata,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.7102273708,0.01224987685,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=249; synthesis_doi=10.1002/ecy.70036; primary_study_label=Irwinetal2015,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.7102273708,0.01224987685,reported_effect,HF_larceny_female_lrr_comparative
LGF_Irwinetal_2008,Irwinetal_2008,Irwinetal_2008,,Ipomopis_aggregata,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.6454920907,0.02484563508,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=251;252; synthesis_doi=10.1002/ecy.70036; primary_study_label=Irwinetal_2008,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.6454920907,0.02484563508,reported_effect,HF_larceny_female_lrr_comparative
LGF_Lara&Ornelas_2001,Lara&Ornelas_2001,Lara&Ornelas_2001,,Ipomea_hederifolia,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.1262937253,0.02195655146,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=113; synthesis_doi=10.1002/ecy.70036; primary_study_label=Lara&Ornelas_2001,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.1262937253,0.02195655146,reported_effect,HF_larceny_female_lrr_comparative
LGF_Lasso&Naranjo_2003,Lasso&Naranjo_2003,Lasso&Naranjo_2003,,Hamelia_patens,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.232419654,0.03240737363,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=114; synthesis_doi=10.1002/ecy.70036; primary_study_label=Lasso&Naranjo_2003,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.232419654,0.03240737363,reported_effect,HF_larceny_female_lrr_comparative
LGF_MacDade&Weeks2004,MacDade&Weeks2004,MacDade&Weeks2004,,Aphelandra_sinclairiana,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,0.03390155168,0.06337437887,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=118; synthesis_doi=10.1002/ecy.70036; primary_study_label=MacDade&Weeks2004,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.03390155168,0.06337437887,reported_effect,HF_larceny_female_lrr_comparative
LGF_Mackinetal_2021,Mackinetal_2021,Mackinetal_2021,,Digitalis_purpurea,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.4779026415,0.0176673525,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=119; synthesis_doi=10.1002/ecy.70036; primary_study_label=Mackinetal_2021,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.4779026415,0.0176673525,reported_effect,HF_larceny_female_lrr_comparative
LGF_Mallof_2001,Mallof_2001,Mallof_2001,,Corydalis_caseana,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,0.1244827434,0.1155637445,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=256;257; synthesis_doi=10.1002/ecy.70036; primary_study_label=Mallof_2001,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.1244827434,0.1155637445,reported_effect,HF_larceny_female_lrr_comparative
LGF_Mayeretal_2014,Mayeretal_2014,Mayeretal_2014,,Aconitum_napellus,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.03769290428,0.0292198806,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=131; synthesis_doi=10.1002/ecy.70036; primary_study_label=Mayeretal_2014,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.03769290428,0.0292198806,reported_effect,HF_larceny_female_lrr_comparative
LGF_McDonald&Caruso2019,McDonald&Caruso2019,McDonald&Caruso2019,,Impatiens_capensis,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.02559291505,0.02595926036,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=135;136; synthesis_doi=10.1002/ecy.70036; primary_study_label=McDonald&Caruso2019,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.02559291505,0.02595926036,reported_effect,HF_larceny_female_lrr_comparative
LGF_Morris_1996,Morris_1996,Morris_1996,,Mertensia_paniculata,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,0.06605255474,0.1553536754,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=143;144;145; synthesis_doi=10.1002/ecy.70036; primary_study_label=Morris_1996,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 3 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.06605255474,0.1553536754,reported_effect,HF_larceny_female_lrr_comparative
